line,tag,pred
"The Notes have not been registered under the United States Securities Act of 1933, as amended (the “Securities Act”) and will be offered only: (a) outside the United States to non-U.S. Persons (in compliance with Regulation S under the Securities Act (“Regulation S”)); and (b) within the United States to persons and outside the United States to U.S. Persons (as such term is defined in Regulation S (“U.S. Persons”)), in each case, who are both qualified institutional buyers (as defined in Rule 144A under the Securities Act (“Rule 144A”)) in reliance on Rule 144A and qualified purchasers for the purposes of Section 3(c)(7) of the United States Investment Company Act of 1940, as amended (the “Investment Company Act”). The Issuer will not be registered under the Investment Company Act. Interests in the Notes will be subject to certain restrictions on transfer, and each purchaser of the Notes offered hereby in making its purchase will be deemed to have made certain acknowledgements, representations and agreements. See “Plan of Distribution” and “Transfer Restrictions”.",p,p
"The Refinancing Notes are not intended to be sold and should not be sold to retail investors. For these purposes, a retail investor means (i) a retail client as defined in point (11) of Article 4(1) of Directive 2014/65/EU (as amended, “MiFID II”) or (ii) a customer within the meaning of Directive 2016/97/EU, where that customer would not qualify as a professional client as defined in point (10) of Article 4(1) of MiFID II or (iii) a person who is not a “qualified investor” as defined in the Prospectus Regulation.",p,p
"A credit rating is not a recommendation to buy, hold or sell securities and is subject to revision at any time. Please see “Risk Factors—Relating to the Notes - Ratings of the Rated Notes Not Assured and Limited in Scope”.",p,p
The Refinancing Notes are being offered by the Issuer through Barclays Bank PLC or an affiliate thereof in its capacity as sole arranger and initial purchaser of the Refinancing Notes (the “Sole Arranger” and “Initial,p,uncertain
"Purchaser”) subject to prior sale, when, as and if delivered to and accepted by the Initial Purchaser, and to certain conditions. It is expected that delivery of the Refinancing Notes will be made on or about the Issue Date. The Initial Purchaser may offer the Refinancing Notes at prices as may be negotiated at the time of sale which may vary among different purchasers and which may be different as to the issue price of the Refinancing Notes.",p,p
Sole Arranger and Initial Purchaser Barclays Bank PLC,p,uncertain
The date of this Offering Circular is 29 October 2019,p,uncertain
"The Issuer accepts responsibility for the information contained in this document and, to the best of the knowledge and belief of the Issuer (which has taken all reasonable care to ensure that such is the case), the information included in this document is in accordance with the facts and does not omit anything likely to affect the import of such information. The Collateral Manager accepts responsibility for the information contained in the sections of this document headed “Risk Factors – Certain Conflicts of Interest – Certain Conflicts of Interest Involving or Relating to the Collateral Manager and its Affiliates”, “Description of the Collateral Manager”, “EU Retention and Transparency Requirements – The Retention Holder”, “EU Retention and Transparency Requirements – Origination of Collateral Obligations”, “EU Retention and Transparency Requirements – Comparable Assets”, “EU Retention and Transparency Requirements – Credit Granting Criteria”. To the best of the knowledge and belief of the Collateral Manager (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information. The Collateral Administrator accepts responsibility for the information contained in the section of this document headed “Description of the Collateral Administrator”. To the best of the knowledge and belief of the Collateral Administrator (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information. Except for the sections of this document headed “Risk Factors – Certain Conflicts of Interest – Certain Conflicts of Interest Involving or Relating to the Collateral Manager and its Affiliates”, “Description of the Collateral Manager” and “EU Retention and Transparency Requirements – The Retention Holder, “EU Retention and Transparency Requirements – Origination of Collateral Obligations”, “EU Retention and Transparency Requirements – Comparable Assets”, “EU Retention and Transparency Requirements – Credit Granting Criteria” in the case of the Collateral Manager and “Description of the Collateral Administrator”, in the case of the Collateral Administrator, neither the Collateral Manager nor the Collateral Administrator accepts any responsibility for the accuracy and completeness of any information contained in this Offering Circular. The delivery of this Offering Circular at any time does not imply that the information herein is correct at any time subsequent to the date of this Offering Circular.",p,p
,p,p
"None of the Sole Arranger, the Initial Purchaser, the Trustee, the Collateral Manager (save in respect of the sections headed “Risk Factors – Certain Conflicts of Interest – Certain Conflicts of Interest Involving or Relating to the Collateral Manager and its Affiliates”, “Description of the Collateral Manager” and “EU Retention and Transparency Requirements – The Retention Holder”, “EU Retention and Transparency Requirements – Origination of Collateral Obligations”, “EU Retention and Transparency Requirements – Comparable Assets”, “EU Retention and Transparency Requirements – Credit Granting Criteria”), the Collateral Administrator (save in respect of the section headed (“Description of the Collateral Administrator”), any Agent, any Hedge Counterparty or any other party has separately verified the information contained in this Offering Circular and, accordingly, none of the Sole Arranger, the Initial Purchaser, the Trustee, the Collateral Manager (save as specified above), the Collateral Administrator (save as specified above), any Agent, any Hedge Counterparty, or any other party (save for the Issuer as specified above) makes any representation, recommendation or warranty, express or implied, regarding the accuracy, adequacy, reasonableness or completeness of the information contained in this Offering Circular or in any further notice or other document which may at any time be supplied in connection with the Refinancing Notes or their distribution or accepts any responsibility or liability therefor. None of the Sole Arranger, the Initial Purchaser, the Trustee, the Collateral Manager, the Collateral Administrator, any Agent, any Hedge Counterparty or any other party undertakes to review the financial condition or affairs of the Issuer during the life of the arrangements contemplated by this Offering Circular nor to advise any investor or potential investor in the Refinancing Notes of any information coming to the attention of any of the aforementioned parties which is not included in this Offering Circular. None of the Sole Arranger, the Initial Purchaser, the Trustee, the Collateral Manager, the Collateral Administrator, any Agent, any Hedge Counterparty (in each case other than as specified above) or any other party (save for the Issuer as specified above) accepts any responsibility for the accuracy or completeness of any information contained in this Offering Circular.",p,p
,p,p
"This Offering Circular does not constitute an offer of, or an invitation by or on behalf of, the Issuer, the Sole Arranger, the Initial Purchaser, the Collateral Manager, the Collateral Administrator and/or any of their respective Affiliates or any other person to subscribe for or purchase any of the Refinancing Notes. The distribution of this Offering Circular and the offering of the Refinancing Notes in certain jurisdictions may be restricted by law. Persons into whose possession this Offering Circular comes are required by the Issuer, the Sole Arranger and the Initial Purchaser to inform themselves about and to observe any such restrictions. In particular, the communication constituted by this Offering Circular is directed only at persons who (i) are outside the United Kingdom and are offered and accept this Offering Circular in compliance with such restrictions or (ii) are persons falling within Article 49(2)(a) to (d) (High net worth companies, unincorporated associations etc.) of the Financial Services and Markets Act 2000 (Financial Promotion) Order 2005 or who otherwise fall within an exemption set",p,p
"forth in such Order so that Section 21(1) of the Financial Services and Markets Act 2000 does not apply to the Issuer (all such persons together being referred to as “relevant persons”). This communication must not be distributed to, acted on or relied on by persons who are not relevant persons. Any investment or investment activity to which this communication relates is available only to relevant persons and will be engaged in only with relevant persons. For a description of certain further restrictions on offers and sales of Refinancing Notes and distribution of this Offering Circular, see “Plan of Distribution” and “Transfer Restrictions” below.",p,p
,p,p
"No person is authorised to give any information or to make any representation or warranty in connection with the offering or sale of the Refinancing Notes other than those contained in this Offering Circular and, if given or made, such information or representation must not be relied upon as having been authorised by the Issuer, the Trustee, the Collateral Administrator, any Agent, the Sole Arranger or the Initial Purchaser or any of their respective affiliates or advisers. Neither the delivery of this Offering Circular nor any sale or allotment made in connection with the offering of the Refinancing Notes shall, under any circumstances, create any implication or constitute a representation or warranty that there has been no change in the affairs of the Issuer or and in the other information contained herein since the date hereof. The information contained in this Offering Circular was obtained from the Issuer and the other sources identified herein, but, no assurance can be given by the Collateral Manager, the Trustee, the Sole Arranger or the Initial Purchaser as to the accuracy or completeness of such information. None of the Collateral Manager, the Sole Arranger, the Initial Purchaser or the Trustee has separately verified the information contained herein. Accordingly, none of the Collateral Manager, the Sole Arranger, the Initial Purchaser or the Trustee makes any representation, express or implied, or accepts any responsibility, with respect to the accuracy or completeness of any of the information in this Offering Circular or any document or agreement relating to the Refinancing Notes or any Transaction Document. None of the Collateral Manager, the Sole Arranger, the Initial Purchaser, the Collateral Administrator, any Agent or the Trustee shall be responsible for any matter which is the subject of, any statement, representation, warranty or covenant of the Issuer contained in the Refinancing Notes or any Transaction Documents, or any other agreement or document relating to the Refinancing Notes or any Transaction Document, or for the execution, legality, effectiveness, adequacy, genuineness, validity, enforceability or admissibility in evidence thereof. In making an investment decision, investors must rely on their own examination of the terms of this offering, including the merits and risks involved. The contents of this Offering Circular should not be construed as providing legal, business, accounting or tax advice. Each prospective investor should consult its own legal, business, accounting and tax advisers prior to making a decision to invest in the Refinancing Notes.",p,p
,p,p
"In this Offering Circular, unless otherwise specified or the context otherwise requires, all references to “Euro”, “euro”, “€” and “EUR” are to the lawful currency of the member states of the European Union that have adopted and retain the single currency in accordance with the Treaty establishing the European Community, as amended from time to time; provided that if any member state or states ceases to have such single currency as its lawful currency (such member state(s) being the “Exiting State(s)”), the euro shall, for the avoidance of doubt, mean for all purposes the single currency adopted and retained as the lawful currency of the remaining member states and shall not include any successor currency introduced by the Exiting State(s) but for the avoidance of doubt shall not affect any definition of euro used in respect of the Collateral and any references to “US Dollar”, “US dollar”, “USD”, “U.S. Dollar” or “$” shall mean the lawful currency of the United States of America.",p,p
,p,p
Each of Moody’s Investors Service Ltd and S&P Global Ratings Europe Limited is established in the EU and is registered under the Regulation (EC) No 1060/2009 (as amended) (the “CRA Regulation”).,p,p
,p,p
Any websites referred to herein do not form part of this Offering Circular.,p,uncertain
,p,p
"In connection with the issue of the Refinancing Notes, no stabilisation will take place and Barclays Bank PLC will not be acting as stabilising manager in respect of the Refinancing Notes.",p,p
,p,p
"None of the Collateral Manager, the Sole Arranger, the Initial Purchaser, any Agent, the Collateral Administrator or the Trustee shall be responsible for any matter which is the subject of any statement, representation, warranty or covenant of the Issuer contained in the Notes or in any Transaction Document, or for the execution, legality, effectiveness, adequacy, genuineness, validity, enforceability or admissibility in evidence thereof.",p,uncertain
,p,p
EU RETENTION AND TRANSPARENCY REQUIREMENTS,p,title
"Each prospective investor in the Refinancing Notes is required to independently assess and determine whether the information provided herein and in any reports provided to investors in relation to this transaction are sufficient to comply with the EU Retention and Transparency Requirements or any other regulatory requirement. None of the Issuer, the Collateral Manager, any Collateral Manager Related Person, the Sole Arranger. the Initial",p,p
"Purchaser, the Collateral Administrator, the Trustee, their respective Affiliates or any other Person makes any representation, warranty or guarantee that any such information is sufficient for such purposes or any other purpose and no such Person shall have any liability to any prospective investor with respect to the insufficiency of such information or any failure of the transactions contemplated hereby to satisfy the EU Retention and Transparency Requirements or any other applicable legal, regulatory or other requirements. Each prospective investor in the Refinancing Notes which is subject to the EU Retention and Transparency Requirements or any other regulatory requirement should consult with its own legal, accounting and other advisors and/or its regulator to determine whether, and to what extent, such information is sufficient for such purposes and any other requirements of which it is uncertain. See “Risk Factors - Regulatory Initiatives – Risk Retention and Due Diligence Requirements –Transparency Requirements”, and “Description of the Collateral Management and Administration Agreement” below.",p,p
"In addition, in relation to the reporting obligations in the EU Retention and Transparency Requirements, (a) the Issuer will be designated as the entity responsible to fulfil such reporting obligations, (b) the Collateral Manager will undertake to provide to the Collateral Administrator and the Issuer (and any applicable third party reporting entity) any reports, data and other information, as may be reasonably required in connection with the proper performance by the Issuer, as the reporting entity, of its obligation to make available to the Noteholders, potential investors in the Notes and the competent authorities the reports and information necessary for the Issuer to fulfil the reporting requirements of Article 7 (Transparency requirements for originators, sponsors and SSPEs) of the Securitisation Regulation (and prior to the adoption of final disclosure templates in respect of the Transparency Requirements of Article 7 (Transparency requirements for originators, sponsors and SSPEs) of the Securitisation Regulation, the Issuer intends to fulfil those requirements contained in subparagraphs (a) and (e) of Article 7(l) of the Securitisation Regulation through the Monthly Reports and the Payment Date Reports, see “Description of the Reports”) and (c) following the adoption of the final disclosure templates in respect of the EU Retention and Transparency Requirements the Issuer (with the consent of the Collateral Manager) will propose in writing to the Collateral Administrator the form, content, method of distribution and timing of such reports and information. The Collateral Administrator shall consult with the Issuer and the Collateral Manager and, if it agrees (in its sole and absolute discretion) to assist the Issuer in providing such reporting on such proposed terms, shall confirm in writing to the Issuer and the Collateral Manager and shall make such information (as provided to it by the Collateral Manager and the Issuer) available (or procure that such information is made available) via a website currently located at https://sf.citidirect.com (or such other website as may be notified in writing by the Collateral Administrator to the Issuer, the Trustee and the Collateral Manager and as further notified by the Issuer to the Noteholders in accordance with Condition 16 (Notices)) which shall be accessible to any person who certifies (substantially in the form set out in the Collateral Management Agreement or such other form which may be agreed between the Issuer, the Collateral Manager and the Collateral Administrator from time to time) (which certificate may be given electronically and upon which certificate the Collateral Administrator shall be entitled to rely absolutely and without enquiry or liability) to the Collateral Administrator that it is a competent authority, a Noteholder or a potential investor in the Notes (and in such other manner as required by any competent authority (as instructed to the Collateral Administrator by the Issuer and as agreed with the Collateral Administrator)). If the Collateral Administrator does not agree on the terms of reporting or, in the reasonable opinion of the Issuer (acting on the advice of the Collateral Manager), the Collateral Administrator is or will be unable or unwilling to provide such reporting, the Issuer (with the consent of the Collateral Manager) shall be entitled to appoint another entity to make the relevant information available for the purposes of Article 7 (Transparency requirements for originators, sponsors and SSPEs) of the Securitisation Regulation.",p,p
"For the avoidance of doubt, and following the adoption of the final disclosure templates in respect of the EU Retention and Transparency Requirements if the Collateral Administrator agrees to assist the Issuer and the Collateral Manager in providing reporting on behalf of the Issuer, the Collateral Administrator will not assume any responsibility for the Issuer’s obligations as the entity responsible for fulfilling the reporting obligations under the EU Retention and Transparency Requirements. In making available such information and reporting, the Collateral Administrator will not assume responsibility or liability to any third party, including the Noteholders and potential Noteholders (including for the use or onward disclosure of any such information or documentation), and shall have the benefit of the powers, protections and indemnities granted to it under the Collateral Management and Administration Agreement and the other Transaction Documents.",p,p
"In connection with such information and reporting, the Collateral Manager will not assume responsibility or liability to any third party, including the Noteholders and potential Noteholders, and shall have the benefit of the powers, protections and indemnities granted to it under the Collateral Management and Administration Agreement and the other Transaction Documents.",p,p
U.S. RISK RETENTION RULES,p,title
"The U.S. Risk Retention Rules require the “sponsor” of a “securitization transaction” to retain (either directly or through its “majority-owned affiliates”) not less than 5 per cent. of the “credit risk” of “securitized assets” (as such terms are defined in the U.S. Risk Retention Rules). The U.S. Risk Retention Rules prohibit the “sponsor” or its “majority-owned affiliates”, as applicable, from directly or indirectly eliminating or reducing its credit exposure by hedging or otherwise transferring the “credit risk” during the period of time that the U.S. Risk Retention Rules require that the risk be retained.",p,p
"Based on the LSTA Decision and the Mandate (as defined below), each prospective investor should be aware that no party involved in the transaction will obtain on the Issue Date and retain any Notes intended to satisfy the U.S. Risk Retention Rules. None of the Issuer, the Sole Arranger. the Initial Purchaser, the Collateral Manager, the Trustee or any of their respective affiliates makes any representation, warranty or guarantee to any prospective investor or purchaser of the Refinancing Notes and no such person shall have any liability to any prospective investor or purchaser of the Notes or any other person with respect to the application of the U.S. Risk Retention Rules to the Issuer, or to such investor’s investment in the Refinancing Notes on the Issue Date or at any time in the future.",p,p
VOLCKER RULE,p,title
"Under Section 619 of the U.S. Dodd-Frank Act and the corresponding implementing rules (the “Volcker Rule”) relevant banking entities (as defined under the Volcker Rule) are generally prohibited from, among other things, acquiring or retaining any ownership interest in, or acting as sponsor in respect of, certain investment entities referred to as covered funds. In addition, in certain circumstances, the Volcker Rule restricts relevant banking entities from entering into certain credit exposure related transactions with covered funds.",p,p
"An “ownership interest” is broadly defined and may arise through a holder’s exposure to the profit and losses of the covered fund, as well as through any right of the holder to participate in the selection of an investment advisor, manager, or board of directors of the covered fund.",p,p
"The Class X Notes shall not carry any rights to vote in respect of, or be counted for the purposes of determining a quorum and the result of any votes in respect of any CM Removal Resolutions or any CM Replacement Resolutions. There can be no assurance that these features will be effective in resulting in investments in the Class X Notes by U.S. banking institutions and other banking entities subject to the Volcker Rule not being characterised as an “ownership interest” in the Issuer.",p,p
"The Issuer may be deemed to be a “covered fund” under the Volcker Rule and, in such circumstances, in the absence of regulatory relief, the provisions of the Volcker Rule and its related regulatory provisions, will severely limit the ability of U.S. “banking entities” and non-U.S. affiliates of U.S. banking institutions to hold an ownership interest in the Issuer or enter into financial transactions with the Issuer. If the Issuer is deemed to be a “covered fund”, this could significantly impair the marketability and liquidity of the Refinancing Notes.",p,p
"It should be noted that the Subordinated Notes will be characterised as ownership interests in the Issuer for this purpose and it is uncertain whether any of the Rated Notes may be similarly characterised as ownership interests. For instance, there is currently uncertainty as to whether the rights of Noteholders to participate in the removal of, and/or selection of a replacement for, the Collateral Manager in and of itself will be construed as indicative of an ownership interest by the Noteholders of the relevant Class.",p,p
"The Transaction Documents provide that the right of holders of the Notes in respect of the removal of the Collateral Manager and selection of a replacement collateral manager shall only be exercisable upon a Collateral Manager Event of Default. The holders of any Class A Notes, Class B Notes, Class C Notes or Class D Notes in the form of CM Non-Voting Exchangeable Notes or CM Non-Voting Notes are disenfranchised in respect of any CM Removal Resolution or CM Replacement Resolution. However, there can be no assurance that these features will be effective in resulting in such investments in the Issuer by U.S. banking institutions and other banking entities subject to the Volcker Rule not being characterised as an “ownership interest” in the Issuer.",p,p
"There is limited interpretive guidance regarding the Volcker Rule, and implementation of the regulatory framework for the Volcker Rule is still evolving. The Volcker Rule’s prohibitions and lack of interpretive guidance could negatively impact the liquidity and value of the Refinancing Notes. Any entity that is a “banking entity” as defined under the Volcker Rule and is considering an investment in the Refinancing Notes should consider the potential impact of the Volcker Rule in respect of such investment and on its portfolio generally.",p,p
"Each purchaser must determine for itself whether it is a banking entity subject to regulation under the Volcker Rule. None of the Issuer, the Collateral Manager, the Sole Arranger or the Initial Purchaser makes any representation regarding (i) the status of the Issuer under the Volcker Rule or (ii) the ability of any purchaser to acquire or hold the Refinancing Notes, now or at any time in the future. See “Risk Factors – Regulatory Initiatives",p,p
– Volcker Rule” below for further information.,p,uncertain
Information as to placement within the United States,p,uncertain
"The Refinancing Notes of each Class offered pursuant to an exemption from registration requirements under Rule 144A under the Securities Act (“Rule 144A”) (the “Rule 144A Notes”) will be sold only to “qualified institutional buyers” (as defined in Rule 144A) (“QIBs”) that are also “qualified purchasers” for purposes of Section 3(c)(7) of the Investment Company Act (“QPs”). Rule 144A Notes of each Class will each be represented on issue by beneficial interests in one or more permanent global certificates of such Class (each, a “Rule 144A Global Certificate” and together, the “Rule 144A Global Certificates”), in each case in fully registered form, without interest coupons or principal receipts, which will be deposited on or about the Issue Date with, and registered in the name of, a nominee of a common depositary for Euroclear Bank S.A./N.V., as operator of the Euroclear System (“Euroclear”) and Clearstream Banking, société anonyme (“Clearstream, Luxembourg”), or, in the case of Rule 144A Definitive Certificates, the registered holder thereof. The Refinancing Notes of each Class sold outside the United States to non-U.S. Persons in reliance on Regulation S (“Regulation S”) under the Securities Act (the “Regulation S Notes”) will each be represented on issue by beneficial interests in one or more permanent global certificates of such Class (each, a “Regulation S Global Certificate” and together, the “Regulation S Global Certificates”), in each case in fully registered form, without interest coupons or principal receipts, which will be deposited on or about the Issue Date with, and registered in the name of, a nominee of a common depositary for Euroclear and Clearstream, Luxembourg or, in the case of Regulation S Definitive Certificates, the registered holder thereof. Neither U.S. Persons nor U.S. residents (as determined for the purposes of the Investment Company Act) (“U.S. Residents”) may hold an interest in a Regulation S Global Certificate or a Regulation S Definitive Certificate. Ownership interests in the Regulation S Global Certificates and the Rule 144A Global Certificates (together, the “Global Certificates”) will be shown on, and transfers thereof will only be effected through, records maintained by Euroclear and Clearstream, Luxembourg and their respective participants. Notes in definitive certificated form will be issued only in limited circumstances. The Class E Notes, the Class F Notes and the Subordinated Notes may, in certain circumstances described herein, be issued in definitive, certificated, fully registered form, pursuant to the Trust Deed and will be offered outside the United States to non-U.S. Persons in reliance on Regulation S and within the United States to persons who are QIB/QPs in reliance on Rule 144A and, in each case, will be registered in the name of the holder (or a nominee thereof). In each case, purchasers and transferees of notes will be deemed and in certain circumstances will be required to have made certain representations and agreements. See “Form of the Refinancing Notes”, “Book Entry Clearance Procedures”, “Plan of Distribution” and “Transfer Restrictions”.",p,p
"The Issuer has not been registered under the Investment Company Act. Each purchaser of an interest in the Refinancing Notes (other than a non-U.S. Person outside the U.S.) will be deemed to have represented and agreed that it is a QIB and a QP and will also be deemed to have made the representations set out in “Transfer Restrictions” herein. The purchaser of any Refinancing Note, by such purchase, agrees that such Refinancing Note is being acquired for its own account and not with a view to distribution and may be resold, pledged or otherwise transferred only (1) to the Issuer (upon redemption thereof or otherwise), (2) to a person the purchaser reasonably believes is a QIB/QP, in a transaction meeting the requirements of Rule 144A, or (3) outside the United States to a non-U.S. Person in an offshore transaction in reliance on Regulation S, in each case, in compliance with the Trust Deed and all applicable securities laws of any state of the United States or any other jurisdiction. See “Transfer Restrictions”.",p,p
"In making an investment decision, investors must rely on their own examination of the Issuer and the terms of the Refinancing Notes and the offering thereof described herein, including the merits and risks involved.",p,p
"THE REFINANCING NOTES OFFERED HEREBY HAVE NOT BEEN AND WILL NOT BE REGISTERED WITH, OR APPROVED BY, ANY UNITED STATES FEDERAL OR STATE SECURITIES COMMISSION OR REGULATORY AUTHORITY. FURTHERMORE, THE FOREGOING AUTHORITIES HAVE NOT PASSED UPON OR ENDORSED THE MERITS OF THIS OFFERING OR THE ACCURACY OR ADEQUACY OF THIS DOCUMENT. ANY REPRESENTATION TO THE CONTRARY IS A CRIMINAL OFFENCE.",p,p
This Offering Circular has been prepared by the Issuer solely for use in connection with the offering of the Refinancing Notes described herein (the “Offering”) and for the listing of the Refinancing Notes and the,p,uncertain
