line,tag,pred
"The document has been sent to you in electronic form. You are reminded that documents transmitted via this medium may be altered or changed during the process of transmission and consequently none of Jubilee CLO 2014- XI B.V., Merrill Lynch International or Alcentra Limited (or any person who controls any of them or any director, officer, employee or agent of any of them, or affiliate of any of them or of any such person) accepts any liability or responsibility whatsoever in respect of any difference between the document distributed to you in electronic format and the hard copy version available to you on request from us.",p,"{'Title': 0.0013888584217056632, 'Paragraph': 0.9986110925674438}"
You are reminded that the document has been delivered to you on the basis that you are a person into whose possession the document may be lawfully delivered in accordance with the laws of the jurisdiction in which you are located and you may not nor are you authorised to deliver the document to any other person.,p,"{'Title': 0.0009093093685805798, 'Paragraph': 0.9990906715393066}"
Restrictions: Nothing on this electronic transmission constitutes an offer of securities for sale in the United States or any other jurisdiction. Any securities to be issued will not be registered under the Securities Act and may not be offered or sold in the United States or to or for the account or benefit of any U.S. person (as such terms are defined in Regulation S under the Securities Act) unless registered under the Securities Act or pursuant to an exemption from such registration.,p,"{'Title': 0.001636895933188498, 'Paragraph': 0.9983630776405334}"
Jubilee CLO 2014-XI B.V.,p,"{'Title': 0.008088345639407635, 'Paragraph': 0.9919117093086243}"
"(a private company with limited liability incorporated under the laws of The Netherlands, having its statutory seat in Amsterdam)",p,"{'Title': 0.00045874211355112493, 'Paragraph': 0.9995412826538086}"
"€227,000,000 Class A Senior Secured Floating Rate Notes due 2027",h2,"{'Title': 0.0015838344115763903, 'Paragraph': 0.9984161853790283}"
"€54,000,000 Class B Senior Secured Floating Rate Notes due 2027",p,"{'Title': 0.0017700864700600505, 'Paragraph': 0.9982299208641052}"
"€27,000,000 Class C Senior Secured Deferrable Floating Rate Notes due 2027",h2,"{'Title': 0.0014369880082085729, 'Paragraph': 0.9985629916191101}"
"€20,750,000 Class D Senior Secured Deferrable Floating Rate Notes due 2027",p,"{'Title': 0.0017364415107294917, 'Paragraph': 0.9982635378837585}"
"€26,500,000 Class E Senior Secured Deferrable Floating Rate Notes due 2027",h2,"{'Title': 0.001444904482923448, 'Paragraph': 0.9985551238059998}"
"€16,000,000 Class F Senior Secured Deferrable Floating Rate Notes due 2027",p,"{'Title': 0.0014107433380559087, 'Paragraph': 0.9985892176628113}"
"€42,250,000 Subordinated Notes due 2027",h2,"{'Title': 0.002123412908986211, 'Paragraph': 0.9978766441345215}"
"The assets securing the Notes will consist of a portfolio of Secured Senior Loans, Secured Senior Bonds, Unsecured Senior Obligations, Mezzanine Obligations, Second Lien Loans, Corporate Rescue Loans and High Yield Bonds managed by Alcentra Limited (the “Investment Manager”).",p,"{'Title': 0.0009102997719310224, 'Paragraph': 0.9990897178649902}"
"The Class A Notes, the Class B Notes, the Class C Notes, the Class D Notes, the Class E Notes and the Class F Notes (such Classes of Notes, the “Rated Notes”) together with the Subordinated Notes are collectively referred to herein as the “Notes”. The Notes will be issued and secured pursuant to a trust deed (the “Trust Deed”) dated 27 February 2014 (the “Issue Date”), made between (amongst others) the Issuer and Law Debenture Trust Company of New York, in its capacity as trustee (the “Trustee”).",p,"{'Title': 0.0007463027141056955, 'Paragraph': 0.9992536902427673}"
"Interest on the Notes will be payable in arrear (i) on 15 October and 15 April, during a Frequency Switch Period (as defined herein) which has commenced on the Payment Date (as defined herein) in April 2018, (ii) on 15 January and 15 July (where the final Payment Date before the Frequency Switch Period falls in either October or April), or 15 October and 15 April (where the final Payment Date before the Frequency Switch Period falls in either January or July), during a Frequency Switch Period which commences at all other times than those in (i) above, and (iii) on 15 October, 15 January, 15 April, and 15 July at all other times (or, in each case, if such day is not a Business Day (as defined herein), then on the next succeeding Business Day (unless it would fall in the following month, in which case it shall be moved to the immediately preceding Business Day)) in each year, commencing on 15 October 2014 and ending on the Maturity Date (as defined herein) in accordance with the Priorities of Payment described herein.",p,"{'Title': 0.0018262853845953941, 'Paragraph': 0.998173713684082}"
SEE THE SECTION ENTITLED “RISK FACTORS” HEREIN FOR A DISCUSSION OF CERTAIN FACTORS TO BE CONSIDERED IN CONNECTION WITH AN INVESTMENT IN THE NOTES.,p,"{'Title': 0.005237889476120472, 'Paragraph': 0.994762122631073}"
"The Notes are limited recourse obligations of the Issuer which are payable solely out of amounts received by or on behalf of the Issuer in respect of the Collateral (as defined herein). The net proceeds of the realisation of the security over the Collateral upon acceleration of the Notes following an Event of Default (as defined herein) may be insufficient to pay all amounts due to the Noteholders (as defined herein) after making payments to other creditors of the Issuer ranking prior thereto or pari passu therewith. In the event that there is a shortfall in such proceeds, the",p,"{'Title': 0.0014484566636383533, 'Paragraph': 0.9985515475273132}"
"Issuer will not be obliged to pay, and the other assets (including the Issuer Dutch Account and the rights of the Issuer under the Issuer Management Agreement (each as defined herein)) of the Issuer will not be available for payment of such shortfall, all claims in respect of which shall be extinguished. See Condition 4 (Security).",p,"{'Title': 0.0023852773010730743, 'Paragraph': 0.9976147413253784}"
"THE NOTES HAVE NOT BEEN AND WILL NOT BE REGISTERED UNDER THE UNITED STATES SECURITIES ACT OF 1933, AS AMENDED (THE “SECURITIES ACT”) AND WILL BE OFFERED ONLY:",p,"{'Title': 0.0012001454597339034, 'Paragraph': 0.9987998008728027}"
"The Notes will be offered by the Issuer through Merrill Lynch International in its capacity as initial purchaser of the offering of such Notes (the “Initial Purchaser”) subject to prior sale, when, as and if delivered to and accepted by the Initial Purchaser, and to certain conditions. It is expected that delivery of the Notes will be made on or about the Issue Date. The Initial Purchaser may offer the Notes at prices as may be negotiated at the time of sale which may vary among different purchasers.",p,"{'Title': 0.0005236983415670693, 'Paragraph': 0.9994763731956482}"
Sole Arranger and Initial Purchaser,h2,"{'Title': 0.03316262736916542, 'Paragraph': 0.9668374061584473}"
"The Issuer accepts responsibility for the information contained in this document (save for the information contained in the sections of this document headed “Risk Factors – Relating to certain Conflicts of Interest - Investment Manager”, “The Investment Manager”, “The Retention Holder and Retention Requirements – Description of the Retention Holder” and “The Collateral Administrator, Calculation Agent, Principal Paying Agent, Account Bank, Custodian, Information Agent and Liquidity Facility Provider”) and to the best of the knowledge and belief of the Issuer (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information. The Investment Manager accepts responsibility for the information contained in the sections of this document headed “Risk Factors – Relating to certain Conflicts of Interest – Investment Manager” and “The Investment Manager”. To the best of the knowledge and belief of the Investment Manager (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information. The Bank of New York Mellon acting through its London Branch in its capacity as Collateral Administrator, Calculation Agent, Principal Paying Agent, Account Bank, Custodian and Information Agent and The Bank of New York Mellon in its capacity as Liquidity Facility Provider accepts responsibility for the information contained in the section of this document headed “The Collateral Administrator, Calculation Agent, Principal Paying Agent, Account Bank, Custodian, Information Agent and Liquidity Facility Provider”. To the best of the knowledge and belief of The Bank of New York Mellon acting through its London Branch in its capacity as Collateral Administrator, Calculation Agent, Principal Paying Agent, Account Bank, Custodian and Information Agent and The Bank of New York Mellon in its capacity as Liquidity Facility Provider (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information. The Investment Manager in its capacity as the Retention Holder accepts responsibility for the information contained in the section of this document headed “The Retention Holder and Retention Requirements – Description of the Retention Holder”. To the best of the knowledge and belief of the Investment Manager in its capacity as the Retention Holder (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information. Except for the sections of this document headed “Risk Factors – Relating to certain Conflicts of Interest – Investment Manager” and “The Investment Manager” in the case of the Investment Manager, “The Collateral Administrator, Calculation Agent, Principal Paying Agent, Account Bank, Custodian, Information Agent and Liquidity Facility Provider” in the case of The Bank of New York Mellon and “The Retention Holder and Retention Requirements – Description of the Retention Holder” in the case of the Investment Manager in its capacity as the Retention Holder, none of the Investment Manager, the Collateral Administrator, the Liquidity Facility Provider or the Retention Holder accept any responsibility for the accuracy and completeness of any information contained in this Offering Circular. The delivery of this Offering Circular at any time does not imply that the information herein is correct at any time subsequent to the date of this Offering Circular.",p,"{'Title': 0.0015466330805793405, 'Paragraph': 0.9984533786773682}"
"None of Merrill Lynch International, in its capacity as sole arranger (the “Arranger”), the Initial Purchaser, the Trustee, the Investment Manager (save in respect of the sections headed “Risk Factors – Relating to certain Conflicts of Interest – Investment Manager” and “The Investment Manager”), the Collateral Administrator (save in respect of the section headed “The Collateral Administrator, Calculation Agent, Principal Paying Agent, Account Bank, Custodian, Information Agent and Liquidity Facility Provider”), the Liquidity Facility Provider (save in respect of the section headed “The Collateral Administrator, Calculation Agent, Principal Paying Agent, Account Bank, Custodian, Information Agent and Liquidity Facility Provider”), any Agent (save in respect of the section headed “The Collateral Administrator, Calculation Agent, Principal Paying Agent, Account Bank, Custodian, Information Agent and Liquidity Facility Provider”), any Hedge Counterparty, the Investment Manager in its capacity as the Retention Holder (save in respect of the section headed “The Retention Holder and Retention Requirements – Description of the Retention Holder”) or any other party has separately verified the information contained in this Offering Circular and, accordingly, none of the Arranger, the Initial Purchaser, the Trustee, the Investment Manager (save as specified above), the Collateral Administrator (save as specified above), the Liquidity Facility Provider (save as specified above), any Agent (save as specified above), any Hedge Counterparty, the Investment Manager in its capacity as the Retention Holder (save as specified above) or any other party (save for the Issuer as specified above) makes any representation, recommendation or warranty, express or implied, regarding the accuracy, adequacy, reasonableness or completeness of the information contained in this Offering Circular or in any further notice or other document which may at any time be supplied in connection with the Notes or their distribution or accepts any responsibility or liability therefor. None of the Arranger, the Initial Purchaser, the Trustee, the Investment Manager, the Collateral Administrator, the Liquidity Facility Provider, any Agent, any Hedge Counterparty, the Investment Manager in its capacity as the Retention Holder or any other party undertakes",p,"{'Title': 0.0026160927955061197, 'Paragraph': 0.9973838925361633}"
"to review the financial condition or affairs of the Issuer during the life of the arrangements contemplated by this Offering Circular nor to advise any investor or potential investor in the Notes of any information coming to the attention of any of the aforementioned parties which is not included in this Offering Circular. None of the Arranger, the Initial Purchaser, the Trustee, the Investment Manager (save as specified above), the Collateral Administrator (save as specified above), the Liquidity Facility Provider (save as specified above), any Agent (save as specified above), any Hedge Counterparty, the Investment Manager in its capacity as the Retention Holder (save as specified above) or any other party (save for the Issuer as specified above) accepts any responsibility for the accuracy or completeness of any information contained in this Offering Circular.",p,"{'Title': 0.0012280025985091925, 'Paragraph': 0.9987719655036926}"
"This Offering Circular does not constitute an offer of, or an invitation by or on behalf of, the Issuer, the Arranger, the Initial Purchaser or any of their Affiliates, the Investment Manager, the Collateral Administrator or any other person to subscribe for or purchase any of the Notes. The distribution of this Offering Circular and the offering of the Notes in certain jurisdictions may be restricted by law. Persons into whose possession this Offering Circular comes are required by the Issuer, the Arranger and the Initial Purchaser to inform themselves about and to observe any such restrictions. In particular, the communication constituted by this Offering Circular is directed only at persons who (i) are outside the United Kingdom and are offered and accept this Offering Circular in compliance with such restrictions or (ii) are persons falling within Article 49(2)(a) to (d) (High net worth companies, unincorporated associations etc.) of the Financial Services and Markets Act 2000 (Financial Promotion) Order 2005 or who otherwise fall within an exemption set forth in such Order so that section 21(1) of the Financial Services and Markets Act 2000 does not apply to the Issuer (all such persons together being referred to as “relevant persons”). This communication must not be distributed to, acted on or relied on by persons who are not relevant persons. Any investment or investment activity to which this communication relates is available only to relevant persons and will be engaged in only with relevant persons. For a description of certain further restrictions on offers and sales of Notes and distribution of this Offering Circular, see “Plan of Distribution” and “Transfer Restrictions” below.",p,"{'Title': 0.0008287488599307835, 'Paragraph': 0.999171257019043}"
"In connection with the issue and sale of the Notes, no person is authorised to give any information or to make any representation not contained in this Offering Circular and, if given or made, such information or representation must not be relied upon as having been authorised by or on behalf of the Issuer, the Arranger, the Initial Purchaser, the Trustee, the Investment Manager or the Collateral Administrator. The delivery of this Offering Circular at any time does not imply that the information contained in it is correct as at any time subsequent to its date.",p,"{'Title': 0.0006556516163982451, 'Paragraph': 0.9993442893028259}"
"In this Offering Circular, unless otherwise specified or the context otherwise requires, all references to “Euro”, “euro”, “€” and “EUR” are to the lawful currency of the member states of the European Union that have adopted and retain the single currency in accordance with the Treaty establishing the European Community, as amended from time to time; provided that if any member state or states ceases to have such single currency as its lawful currency (such member state(s) being the “Exiting State(s)”), the euro shall, for the avoidance of doubt, mean for all purposes the single currency adopted and retained as the lawful currency of the remaining member states and shall not include any successor currency introduced by the Exiting State(s), all references to “Sterling” and “£” shall mean the lawful currency of the United Kingdom and any references to “U.S. Dollar”, “U.S. dollar”, “USD”, “U.S. Dollar” or “$” shall mean the lawful currency of the United States of America.",p,"{'Title': 0.0006467577768489718, 'Paragraph': 0.9993532299995422}"
"In connection with the issue of the Notes, no stabilisation will take place and Merrill Lynch International will not be acting as stabilising manager in respect of the Notes.",p,"{'Title': 0.0029607038013637066, 'Paragraph': 0.9970393180847168}"
NOTICE TO NEW HAMPSHIRE RESIDENTS,h2,"{'Title': 0.01332488376647234, 'Paragraph': 0.9866750836372375}"
"NEITHER THE FACT THAT A REGISTRATION STATEMENT OR AN APPLICATION FOR A LICENSE HAS BEEN FILED UNDER CHAPTER 421-B OF THE NEW HAMPSHIRE REVISED STATUTES (THE “RSA”) WITH THE STATE OF NEW HAMPSHIRE NOR THE FACT THAT A SECURITY IS EFFECTIVELY REGISTERED OR A PERSON IS LICENSED IN THE STATE OF NEW HAMPSHIRE CONSTITUTES A FINDING BY THE SECRETARY OF STATE OF NEW HAMPSHIRE THAT ANY DOCUMENT FILED UNDER RSA 421-B IS TRUE, COMPLETE AND NOT MISLEADING. NEITHER ANY SUCH FACT NOR THE FACT THAT AN EXEMPTION OR EXCEPTION IS AVAILABLE FOR A SECURITY OR A TRANSACTION MEANS THAT THE SECRETARY OF STATE HAS PASSED IN ANY WAY UPON THE MERITS OR QUALIFICATIONS OF, OR RECOMMENDED OR GIVEN APPROVAL TO, ANY PERSON, SECURITY, OR TRANSACTION. IT IS UNLAWFUL TO MAKE, OR CAUSE TO BE MADE, TO ANY PROSPECTIVE PURCHASER, CUSTOMER, OR CLIENT ANY REPRESENTATION INCONSISTENT WITH THE PROVISIONS OF THIS PARAGRAPH.",p,"{'Title': 0.003458821913227439, 'Paragraph': 0.9965412020683289}"
Retention requirements,h2,"{'Title': 0.002494849730283022, 'Paragraph': 0.9975051283836365}"
"In accordance with the Retention Requirements (as defined herein), the Investment Manager will, in a letter dated the Issue Date (the “Risk Retention Letter”) addressed to the Issuer, Merrill Lynch International in its capacity as Arranger and Initial Purchaser, the Collateral Administrator and the Trustee, for so long as any Class of Notes remains Outstanding and subject as provided below:",p,"{'Title': 0.0010231233900412917, 'Paragraph': 0.9989769458770752}"
(a) covenant and undertake:,p,"{'Title': 0.0007111513405106962, 'Paragraph': 0.99928879737854}"
"(i) to subscribe for, hold and retain, on an ongoing basis, for so long as any Class of Notes remains Outstanding, not less than 5 per cent. of the outstanding nominal value of each Class of Notes (the “Retention Notes”) except as permitted in the proviso below;",p,"{'Title': 0.001732034026645124, 'Paragraph': 0.9982678890228271}"
"(ii) that neither it nor its Affiliates will transfer the Retention Notes or sell, hedge or otherwise mitigate its credit risk under or associated with the Retention Notes or the underlying portfolio of Collateral Debt Obligations, except as permitted in the proviso below;",p,"{'Title': 0.001596428221091628, 'Paragraph': 0.9984036087989807}"
"(iii) to take such further action, provide such information, and enter into such other agreements, in each case as may reasonably be required by the Issuer to satisfy the Retention Requirements as of the Issue Date;",p,"{'Title': 0.0007187475566752255, 'Paragraph': 0.9992812275886536}"
"(iv) to provide to the Issuer, on a confidential basis, information in the possession of the Investment Manager, at the cost and expense of the party seeking such information, to the extent the same is not subject to a duty of confidentiality;",p,"{'Title': 0.002008941024541855, 'Paragraph': 0.9979910850524902}"
(v) to confirm its continued compliance with the covenants set out at paragraphs (a)(i) and (a)(ii) above:,p,"{'Title': 0.0005417593056336045, 'Paragraph': 0.9994582533836365}"
"(A) promptly upon reasonable request made in writing by any of the Issuer, the Trustee, the Collateral Administrator and Merrill Lynch International; and",p,"{'Title': 0.0010871522827073932, 'Paragraph': 0.9989128112792969}"
"(B) in any event on a monthly basis, on the Business Day prior to the date on which the Collateral Administrator compiles the Monthly Report, to the Issuer, the Trustee, the Collateral Administrator and Merrill Lynch International,",p,"{'Title': 0.0010135406628251076, 'Paragraph': 0.9989864230155945}"
in each case in writing (which may be by way of e-mail and which confirmations the Investment Manager acknowledges may be included by the Collateral Administrator in any Monthly Report);,p,"{'Title': 0.002645547967404127, 'Paragraph': 0.9973545074462891}"
(vi) that it shall notify each of its Affiliates of the Risk Retention Letter and its contents and in particular the requirements set out in paragraph (a)(ii) above and shall procure that each of its,p,"{'Title': 0.0005830550217069685, 'Paragraph': 0.9994169473648071}"
Affiliates comply with the terms of the Risk Retention Letter and in particular paragraph (a)(ii) above;,p,"{'Title': 0.0006322073750197887, 'Paragraph': 0.9993677735328674}"
"(vii) that it shall immediately notify the Issuer, the Trustee, the Collateral Administrator and Merrill Lynch International in writing if for any reason:",p,"{'Title': 0.0019747852347791195, 'Paragraph': 0.9980252981185913}"
(A) it ceases to hold the Retention Notes in accordance with paragraph (a)(i) above;,p,"{'Title': 0.0030315336771309376, 'Paragraph': 0.9969684481620789}"
"(B) it fails to comply with the covenants set out in paragraphs (a)(i), (a)(ii) or (a)(vi) in any way; or",p,"{'Title': 0.000983573030680418, 'Paragraph': 0.9990164041519165}"
"(C) any of the representations and warranties contained in the Risk Retention Letter fail to be true on any date,",p,"{'Title': 0.0032186422031372786, 'Paragraph': 0.9967813491821289}"
provided that:,p,"{'Title': 0.0010909723350778222, 'Paragraph': 0.9989089965820312}"
"(i) if Alcentra Limited is removed as Investment Manager and none of its Affiliates are appointed as successor Investment Manager, then the Investment Manager (or any of its Affiliates to which the Retention Notes have been transferred in accordance with paragraph (ii) below) may dispose of the Retention Notes provided that such transfer:",p,"{'Title': 0.0019306264584884048, 'Paragraph': 0.9980693459510803}"
(A) is permitted in accordance with the Retention Requirements; and,p,"{'Title': 0.0022153554018586874, 'Paragraph': 0.9977846741676331}"
(B) would not cause the transaction described in this Offering Circular to cease to be compliant with the Retention Requirements; and,p,"{'Title': 0.0009008791530504823, 'Paragraph': 0.9990991353988647}"
(ii) the Investment Manager may at any time transfer the Retention Notes to an Affiliate which is part of the same consolidated accounting group as the Investment Manager provided that:,p,"{'Title': 0.001517220283858478, 'Paragraph': 0.9984827637672424}"
(A) such transfer:,p,"{'Title': 0.0014551987405866385, 'Paragraph': 0.9985448122024536}"
(1) is permitted in accordance with the Retention Requirements; and,p,"{'Title': 0.002217952162027359, 'Paragraph': 0.9977820515632629}"
(2) would not cause the transaction described in this Offering Circular to cease to be compliant with the Retention Requirements; and,p,"{'Title': 0.0008940586703829467, 'Paragraph': 0.9991058707237244}"
"(B) if, at any time following (and as a consequence of) such transfer it is necessary to ensure compliance with the Retention Requirements, the Investment Manager shall procure that the Retention Notes are re-transferred to itself or to any other entity permitted under the Retention Requirements at such time; and",p,"{'Title': 0.0006947807851247489, 'Paragraph': 0.999305248260498}"
"(b) represent and warrant, inter alia, that:",p,"{'Title': 0.0006467550410889089, 'Paragraph': 0.9993532299995422}"
"(i) it is, and it holds the Retention Notes as, a “sponsor” (as such term is defined in, and for the purposes of, the Retention Requirements); and",p,"{'Title': 0.0007357450085692108, 'Paragraph': 0.9992642998695374}"
(ii) it will continue to retain the Retention Notes pursuant to paragraph (a) above in such capacity.,p,"{'Title': 0.003011462977156043, 'Paragraph': 0.9969885945320129}"
"Should the Investment Manager elect to transfer the Retention Notes in the situation set out in paragraph (i) of the proviso to paragraph (a) above, then such transferee of the Retention Notes shall commit to acquire and retain the Retention Notes on terms substantially identical (mutatis mutandis) to those outlined above.",p,"{'Title': 0.0035124211572110653, 'Paragraph': 0.9964876174926758}"
"The Issuer, the Trustee, the Collateral Administrator and Merrill Lynch International are each parties to the Risk Retention Letter solely for the purposes of obtaining the benefit of the representations, warranties, covenants and",p,"{'Title': 0.000852000608574599, 'Paragraph': 0.9991480112075806}"
undertakings contained therein and under no circumstances shall any of them be deemed to have undertaken any obligations thereunder or by virtue of their entry into the Risk Retention Letter.,p,"{'Title': 0.00043372242362238467, 'Paragraph': 0.9995662569999695}"
"Each prospective investor in the Notes is required to independently assess and determine whether the information provided herein and in any reports provided to investors in relation to this transaction (including the Reports) are sufficient to comply with the Retention Requirements or any other applicable legal, regulatory or other requirements. None of the Issuer, the Investment Manager, the Initial Purchaser, the Arranger, the Collateral Administrator, the Trustee, the Investment Manager in its capacity as the Retention Holder, their respective Affiliates, corporate officers or professional advisors or any other Person makes any representation, warranty or guarantee that any such information is sufficient for such purposes or any other purpose and no such Person shall have any liability to any prospective investor or any other Person with respect to the insufficiency of such information or any failure of the transactions contemplated hereby to satisfy the Retention Requirements or any other applicable legal, regulatory or other requirements other than, in the case of the Investment Manager, where such failure results from a breach of the Risk Retention Letter by the Investment Manager or any of its Affiliates. Each prospective investor in the Notes which is subject to the Retention Requirements or is an Affected Investor (as defined in “Risk Factors – Risk retention” below) should consult with its own legal, accounting, regulatory and other advisors and/or its national regulator to determine whether, and to what extent, such information is sufficient for such purposes and any other requirements of which it is uncertain. See further “Risk Factors – Risk retention” and “The Retention Holder and Retention Requirements”.",p,"{'Title': 0.0016556853661313653, 'Paragraph': 0.9983443021774292}"
"The Monthly Reports will include a statement as to the receipt by the Issuer, the Arranger, the Initial Purchaser and the Trustee of an e-mail confirmation from the Investment Manager as to the holding of the Retention Notes, which confirmation the Investment Manager will undertake in the Risk Retention Letter to provide to the Issuer, the Initial Purchaser, the Arranger, the Collateral Administrator and the Trustee on a monthly basis.",p,"{'Title': 0.002332400530576706, 'Paragraph': 0.9976676106452942}"
Information as to placement within the United States,h2,"{'Title': 0.0011389843421056867, 'Paragraph': 0.9988610744476318}"
