line,tag,pred
"None of the Sole Arranger, the Initial Purchaser, the Trustee, the Portfolio Manager, the Portfolio Sub-Manager, the Originator, the Collateral Administrator, any other Agent, any Hedge Counterparty or any other party has separately verified (i) the information contained in this Offering Circular or (ii) any statement, representation, or warranty, or compliance with any covenant of the Issuer contained in any Notes or any other agreement or document relating to any Notes or made in connection with this Offering Circular, or any other agreement or document relating to this Offering Circular. Accordingly, none of the Sole Arranger, the Initial Purchaser, the Trustee, the Portfolio Manager, the Portfolio Sub-Manager, the Originator, the Collateral Administrator, any other Agent, any Hedge Counterparty, or any other party makes any representation, recommendation, undertaking or warranty, express or implied, and no responsibility or liability is accepted by the Trustee, the Portfolio Manager, the Portfolio Sub-Manager, the Originator, the Collateral Administrator, any other Agent, any Hedge Counterparty regarding the (a) accuracy, adequacy, reasonableness or completeness of the information contained in this Offering Circular or any other information provided by the Issuer in connection with this Offering Circular or (b) the execution, legality, effectiveness, adequacy, genuineness, validity, enforceability or admissibility in evidence of any Notes or any other agreement or document relating to any Notes or this Offering Circular or in any further notice or other document which may at any time be supplied in connection with the Notes or their distribution or accepts any responsibility or liability therefor in each case, save as specified above. None of the Sole Arranger, the Initial Purchaser, the Trustee, the Portfolio Manager, the Portfolio Sub-Manager, the Originator, the Collateral Administrator, any other Agent, any Hedge Counterparty or any other party undertakes to review the financial condition or affairs of the Issuer during the life of the arrangements contemplated by this Offering Circular nor to advise any investor or potential investor in the Notes of any information coming to the attention of any of the aforementioned parties which is not included in this Offering Circular. None of the Sole Arranger, the Initial Purchaser, the Trustee, the Portfolio Manager, the Portfolio Sub-Manager, the Originator, the Collateral Administrator, any other Agent, any Hedge Counterparty or any other party (in each case other than as specified above) accepts any responsibility for the accuracy or completeness of any information contained in this Offering Circular.",p,
,p,
"This Offering Circular does not constitute an offer of, or an invitation by or on behalf of, the Issuer, the Sole Arranger, the Initial Purchaser, the Portfolio Manager, the Portfolio Sub-Manager, the Originator, the Collateral Administrator, the Trustee and/or any of their respective Affiliates or any other person to subscribe for or purchase any of the Notes. The distribution of this Offering Circular and the offering of the Notes in certain jurisdictions may be restricted by law. Persons into whose possession this Offering Circular comes are required by the Issuer, the Sole Arranger and the Initial Purchaser to inform themselves about and to observe any such restrictions. In particular, the communication constituted by this Offering Circular is directed only at persons who (i) are outside the United Kingdom and are offered and accept this Offering Circular in compliance with such restrictions or (ii) are persons falling within Article 49(2)(a) to (d) (High net worth companies, unincorporated associations etc.) of the Financial Services and Markets Act 2000 (Financial Promotion) Order 2005 or who otherwise fall within an exemption set forth in such Order so that Section 21(1) of the Financial Services and Markets Act 2000 does not apply to the Issuer (all such persons together being referred to as",p,
"relevant persons). This communication must not be distributed to, acted on or relied on by persons who are not relevant persons. Any investment or investment activity to which this communication relates is available only to relevant persons and will be engaged in only with relevant persons. For a description of certain further restrictions on offers and sales of Notes and distribution of this Offering Circular, see the sections titled ""Plan of Distribution"" and ""Transfer Restrictions"" below.",p,
,p,
"In connection with the issue and sale of the Notes, no person is authorised to give any information or to make any representation not contained in this Offering Circular and, if given or made, such information or representation must not be relied upon as having been authorised by or on behalf of the Issuer, the Sole Arranger, the Initial Purchaser, the Trustee, the Portfolio Manager, the Originator or the Collateral Administrator. The delivery of this Offering Circular at any time does not imply that the information contained in it is correct as at any time subsequent to its date.",p,
,p,
"In this Offering Circular, unless otherwise specified or the context otherwise requires, all references to ""Euro"", ""euro"", ""€"" and ""EUR"" are to the lawful currency of the member states of the European Union that have adopted and retain the single currency in accordance with the Treaty on the Functioning of the European Union, as amended from time to time; provided that if any member state or states ceases to have such single currency as its lawful currency (such member state(s) being the ""Exiting State(s)""), the euro shall, for the avoidance of doubt, mean for all purposes the single currency adopted and retained as the lawful currency of the remaining member states and shall not include any successor currency introduced by the Exiting State(s) but for the avoidance of doubt shall not affect any definition of euro used in respect of the Collateral and any references to ""US Dollar"", ""US dollar"", ""USD"", ""U.S. Dollar"" or ""$"" shall mean the lawful currency of the United States of America.",p,
,p,
"Each of S&P Global Ratings Europe Limited and Fitch Ratings Limited are established in the EU and are registered under the Regulation (EC) No 1060/2009 (as amended) (the ""CRA3""). As such each of S&P Global Ratings Europe Limited and Fitch Ratings Limited is included in the list of credit rating agencies published by the European Services and Markets Authority (""ESMA"") on its website in accordance with the CRA3.",p,
Any websites referred to herein do not form part of this Offering Circular.,p,
"In connection with the issue of the Notes, no stabilisation will take place and Credit Suisse Securities (Europe) Limited will not be acting as stabilising manager in respect of the Notes.",p,
The Issuer is not and will not be regulated by the Central Bank as a result of issuing the Notes. Any investment in the Notes does not have the status of a bank deposit and is not within the scope of the deposit protection scheme operated by the Central Bank.,p,
EU RETENTION AND DISCLOSURE REQUIREMENTS,h3,
"In accordance with the EU Retention Requirements, the Originator will undertake, to the Issuer, the Sole Arranger, the Initial Purchaser, the Trustee and the Collateral Administrator in the Retention Undertaking Letter amongst other matters, to acquire and hold, on an ongoing basis, and for so long as any Notes are Outstanding, Subordinated Notes with a Principal Amount Outstanding as of the Issue Date equal to not less than five per cent. of the Collateral Principal Amount (as defined herein) (such Subordinated Notes being the ""Retention Notes""), as further described in ""Description of Origination and the EU Retention and Disclosure Requirements"".",p,
"In respect of the EU Disclosure Requirements: (i) the Issuer will undertake to be designated as the entity required to make available to the Noteholders, potential investors in the Notes and the competent authorities the reports and information necessary to fulfil the reporting requirements thereunder, (ii) subject to any confidentiality obligations under law, regulation or contract binding upon it, the Portfolio Manager (subject to the Standard of Care under the Portfolio Management and Administration Agreement) will undertake to use reasonable commercial efforts to provide to the Issuer and the Collateral Administrator all reports, data and other information in its possession (or that can reasonably be procured by it) which is reasonably required (as determined by the Issuer and the Portfolio Manager) for the proper performance by the Issuer as the reporting entity of such reporting obligations and (iii) the Issuer and the Portfolio Manager shall propose to the Collateral Administrator in writing the form, content, timing and manner of publication of any such reports and information for the purposes of the EU Disclosure Requirements. The Collateral Administrator shall consult with the Issuer and the Portfolio Manager and, if it agrees to assist the Issuer in providing such reporting on such proposed terms, shall confirm in writing to the Issuer and the Portfolio Manager. If the Collateral Administrator does not agree to provide such reporting, the Issuer (with the consent of the Portfolio Manager) shall appoint another entity to make such information available to the competent authorities, any Noteholder and any potential investor in the Notes.",p,
"For the avoidance of doubt, to the extent the Collateral Administrator provides such information and reporting on behalf of the Issuer, the Collateral Administrator will not assume any responsibility for the Issuer's obligations as the entity responsible to fulfil reporting obligations under the EU Disclosure Requirements. In providing such information and reporting, neither the Collateral Administrator (nor any other person) assumes any responsibility or liability to any third party, including the Noteholders and potential Noteholders (including for their use and/or onward disclosure of such information and reporting), and shall have the benefit of the powers, protections and indemnities granted to it under the Transaction Documents.",p,
"Each prospective investor in the Notes is required to independently assess and determine whether the information provided herein and in any reports or documents provided or to be provided to investors in relation to this transaction is sufficient to comply with the EU Retention and Disclosure Requirements or any other regulatory requirement to which they may be subject. Notwithstanding anything in this Offering Circular to the contrary, none of the Issuer, the Portfolio Manager, any Portfolio Manager Related Person, the Sole Arranger, the Initial Purchaser, the Collateral Administrator, the Trustee, their respective Affiliates or any other person makes any representation, warranty or guarantee that any such information is sufficient for such purposes or any other purpose and no such person shall have any liability to any prospective investor or any other person with respect to the insufficiency of such information or any failure of the transactions contemplated hereby to satisfy or otherwise comply with the requirements of the EU Retention and Disclosure Requirements, the implementing provisions in respect of the EU Retention and Disclosure Requirements in their relevant jurisdiction or any other applicable legal, regulatory or other requirements, other than as set out above. Each prospective investor in the Notes which is subject to the EU Retention and Disclosure Requirements or any other regulatory requirement should consult with its own legal, accounting and other advisors and/or its national regulator to determine whether, and to what extent, such information is sufficient for such purposes and any other requirements of the EU Retention and Disclosure Requirements or similar requirements of which it is uncertain.",p,
"See the sections titled ""Risk Factors - Regulatory Initiatives – EU Risk Retention and Due Diligence Requirements"", ""Risk Factors - Regulatory Initiatives – EU Disclosure Requirements"" and ""Description of Origination and the EU Retention and Disclosure Requirements"" below.",p,
U.S. CREDIT RISK RETENTION,h3,
"PURSUANT TO THE U.S. RISK RETENTION RULES, THE SPONSOR IS REQUIRED TO DISCLOSE OR CAUSE TO BE DISCLOSED TO INVESTORS THE FAIR VALUE DETERMINATION DESCRIBED IN THE SECTION OF THIS OFFERING CIRCULAR TITLED ""U.S. CREDIT RISK RETENTION"". SUCH FAIR",p,
"VALUE DETERMINATION MUST INCLUDE DESCRIPTIONS OF ALL INPUTS AND ASSUMPTIONS THAT EITHER COULD HAVE A MATERIAL IMPACT ON THE FAIR VALUE CALCULATION OR WOULD BE MATERIAL TO A PROSPECTIVE INVESTOR'S ABILITY TO EVALUATE SUCH FAIR VALUE CALCULATIONS. IN ADOPTING THE U.S. RISK RETENTION RULES, THE RELEVANT REGULATORY AUTHORITIES INDICATED THAT THE PURPOSE OF THE DISCLOSURE OF THE FAIR VALUE DETERMINATION IS TO ALLOW INVESTORS TO ANALYSE THE AMOUNT OF THE SPONSOR'S ECONOMIC INTEREST IN THE TRANSACTIONS DESCRIBED HEREIN. AS SUCH, THE FAIR VALUE DETERMINATION SET FORTH HEREIN SHOULD NOT BE USED FOR ANY OTHER PURPOSE, INCLUDING, WITHOUT LIMITATION, IN MAKING AN INVESTMENT DECISION WITH RESPECT TO THE NOTES.",p,
"Except to the limited extent set forth in the section of this Offering Circular titled ""U.S. Credit Risk Retention"" under the heading ""Post Closing Update"", neither the Portfolio Manager nor any of its affiliates has undertaken, and none of them is under any obligation, to update, revise, reaffirm or withdraw the information set out in the section of this Offering Circular titled ""U.S. Credit Risk Retention"". Although certain U.S. regulators may be entitled to take enforcement or other action against a sponsor that fails to comply with its obligations under the",p,
"U.S. Risk Retention Rules, such rules do not appear to establish any rights of investors or other parties against the sponsor or any person for any failure to comply with such rules, and each of the Sole Arranger, the Initial Purchaser, the Trustee, the Portfolio Manager, the Originator and their respective affiliates expressly disclaims any responsibility to investors and such other parties with respect to compliance with the U.S. Risk Retention Rules. In the event that the Portfolio Manager at any time is determined not to be in compliance with the U.S. Risk Retention Rules, such determination may materially adversely affect the Portfolio Manager, the Issuer and the Notes.",p,
"Each recipient of this Offering Circular, to the extent it considers the U.S. Risk Retention Rules to be relevant to its decision to invest, should independently assess and determine the sufficiency, for the purposes of complying with the U.S. Risk Retention Rules, of the information set forth in this Offering Circular, and should consult with its own legal, accounting and other advisors or its national regulator to determine whether, and to what extent, such information is sufficient for such purposes and with respect to any other related requirements of which it is uncertain. By purchasing any Notes, each Noteholder will be deemed to have represented that, as a sophisticated investor, it has reviewed the disclosures in the section of this Offering Circular titled ""U.S. Credit Risk Retention"" and understands the limitations of the methodologies set forth therein and will make its own determination with respect to the fair value of any Notes it purchases.",p,
VOLCKER RULE,h3,
"Under Section 619 of the U.S. Dodd-Frank Act and the corresponding implementing rules (the ""Volcker Rule"") relevant banking entities (as defined under the Volcker Rule) are generally prohibited from, among other things, acquiring or retaining any ownership interest in, or acting as sponsor in respect of, certain investment entities referred to as covered funds. In addition, in certain circumstances, the Volcker Rule restricts relevant banking entities from entering into certain credit exposure related transactions with covered funds.",p,
"An ""ownership interest"" is broadly defined and may arise through a holder's exposure to the profit and losses of the covered fund, as well as through any right of the holder to participate in the selection of an investment advisor, manager, or board of directors of the covered fund.",p,
"The Issuer may be deemed to be a ""covered fund"" under the Volcker Rule and, in such circumstances, in the absence of regulatory relief, the provisions of the Volcker Rule and its related regulatory provisions, will severely limit the ability of U.S. ""banking entities"" and non-U.S. affiliates of U.S. banking institutions to hold an ownership interest in the Issuer or enter into certain credit related financial transactions with the Issuer. If the Issuer is deemed to be a ""covered fund"", this could significantly impair the marketability and liquidity of the Notes.",p,
"It should be noted that the Subordinated Notes will be characterised as ownership interests in the Issuer for this purpose and it is uncertain whether any of the Rated Notes may be similarly characterised as ownership interests. For instance, there is currently uncertainty as to whether the rights of Noteholders to participate in the removal of, and/or selection of a replacement for, the Portfolio Manager in and of itself will be construed as indicative of an ownership interest by the Noteholders of the relevant Class.",p,
"The Transaction Documents provide that the right of holders of the Notes in respect of the removal of the Portfolio Manager and selection of a replacement portfolio manager shall only be exercisable upon a Portfolio Manager Event of Default. The holders of any of the Class A Notes, the Class B-1 Notes, the Class B-2 Notes, the Class C",p,
"Notes and the Class D Notes in the form of PM Non-Voting Exchangeable Notes or PM Non-Voting Notes are disenfranchised in respect of any PM Removal Resolution or PM Replacement Resolution. However, there can be no assurance that these features will be effective in resulting in such investments in the Issuer by U.S. banking institutions and other banking entities subject to the Volcker Rule not being characterised as an ""ownership interest"" in the Issuer.",p,
"In addition, on 30 January 2020, the five regulators responsible for the enforcement of the Volcker Rule published proposed revisions to the Volcker Rule (the ""Proposed Volcker Changes"") that would, among other things, exclude from the definition of ""ownership interest"" certain senior loans or senior debt interests issued by covered fund. If adopted, the Proposed Volcker Changes may mean that certain of the senior non-deferrable Classes of Rated Notes would not be considered an ""ownership interest"". This would be the case regardless of whether such holders of the senior non-deferrable Classes of Rated Notes are held in the form of PM Voting Notes, PM Non- Voting Notes or PM Non-Voting Exchangeable Notes. There can be no assurances that the Proposed Volcker Changes will be adopted in the form proposed, or at all.",p,
"There is limited interpretive guidance regarding the Volcker Rule, and implementation of the regulatory framework for the Volcker Rule is still evolving. The Volcker Rule's prohibitions and lack of interpretive guidance could negatively impact the liquidity and value of the Notes. Any entity that is a ""banking entity"" as defined under the Volcker Rule and is considering an investment in the Notes should consider the potential impact of the Volcker Rule in respect of such investment and on its portfolio generally. Each purchaser must determine for itself whether it is a banking entity subject to regulation under the Volcker Rule. None of the Issuer, the Portfolio Manager, the Originator, the Initial Purchaser or the Sole Arranger, makes any representation regarding (i) the status of the Issuer under the Volcker Rule or (ii) the ability of any purchaser to acquire or hold the Notes, now or at any time in the future. See the sections titled ""Risk Factors – Regulatory Initiatives – Volcker Rule"" below for further information.",p,
Information as to placement within the United States,h3,
