line,tag,pred
,td,
95.00%,p,
,td,
,td,
Excess,p,
,td,
,td,
Excess,p,
,td,
,td,
December,p,
2029,p,
,td,
,td,
Not rated,p,
,td,
,td,
Not rated,p,
,td,
,table,
,div,
1 Either the Placement Agent or the Issuer may offer the Notes at other prices as may be negotiated at the time of sale which may vary among different purchasers and which may be different from the issue price of the Notes.,p,
"2 Applicable at all times prior to the occurrence of a Frequency Switch Event, provided that the rate of interest of the Floating Rate Notes (as defined below) will be determined for the period from, and including, the Issue Date to, but excluding, the first Payment Date, by reference to a straight line interpolation of six month EURIBOR and nine month EURIBOR.",p,
"3 Any Class of Rated Notes may be issued with a fixed rate, a floating rate or a combination of both.",p,
"4 Applicable at all times in respect of the Floating Rate Notes following the occurrence of a Frequency Switch Event, provided that the rate of interest of the Notes of each Class for the period from, and including, the final Payment Date before the Maturity Date to, but excluding, the Maturity Date will, if such first mentioned Payment Date falls in September 2029, be determined by reference to three month EURIBOR.",p,
5 Moody’s Investors Service Ltd is established in the EU and is registered under Regulation (EC) No 1060/2009.,p,
"6 The ratings assigned to the Class A Notes and the Class B Notes address the timely payment of interest and the ultimate payment of principal. The ratings assigned to the Class C Notes, the Class D Notes, the Class E Notes and the Class F Notes address the ultimate payment of principal and interest. A security rating is not a recommendation to buy, sell or hold the Notes and may be subject to revision, suspension or withdrawal at any time by Moody’s and/or Fitch.",p,
7 Fitch Ratings Limited is established in the EU and is registered under Regulation (EC ) No 1060/2009.,p,
"The assets securing the Notes will consist of a portfolio of Senior Secured Loans, Senior Secured Bonds, Second Lien Loans, Mezzanine Obligations and High Yield Bonds managed by Tikehau Capital Europe Limited (the ""Collateral Manager""). Tikehau CLO II B.V. (the ""Issuer"") will issue the Rated Notes and the Subordinated Notes (each as defined herein).",p,
"The Class A Notes, the Class B Notes, the Class C Notes, the Class D Notes, the Class E Notes and the Class F Notes (such Classes of Notes, the ""Rated Notes "", and the Class A Notes, the Class B Notes, the Class C Notes, the Class D Notes, the Class E Notes and the Class F Notes, the ""Floating Rate Notes "") together with the Subordinated Notes are collectively referred to herein as the ""Notes"". The Notes will be issued and secured pursuant to a trust deed (the ""Trust Deed"") dated on or about 30 November 2016 (the ""Issue Date""), made between (amongst others) the Issuer and U.S. Bank Trustees Limited, in its capacity as trustee (the ""Truste e "").",p,
"Interest on the Notes will be payable (i) quarterly in arrear on 7 March, 7 June, 7 September and 7 December at any time prior to the occurrence of a Frequency Switch Event (as defined herein); and (ii) semi-annually in arrear following the occurrence of a Frequency Switch Event on (A) 7 March and 7 September (where the Payment Date immediately prior to the occurrence of the relevant Frequency Switch Event is March or September), or (B) 7 June and 7 December (where the Payment Date immediately prior to the occurrence of the relevant Frequency Switch Event is June or December), commencing on 7 June 2017 and ending on the Maturity Date (as defined herein) (subject to any earlier redemption of the",p,
Notes and in each case subject to adjustment for non-Business Days in accordance with the Conditions and in accordance with the Priority of Payments).,p,
"The Notes will be subject to Optional Redemption and Mandatory Redemption and Special Redemption, each as described herein. See Condition 7 (Redemption and Purchase).",p,
"See the section entitled ""Risk Factors"" herein for a discussion of certain factors to be considered in connection with an investment in the Notes.",p,
"This Prospectus has been approved by the Central Bank of Ireland (the "" Central Bank ""), as competent authority under Directive 2003/71/EC (as amended) (the ""Prospectus Directive ""). The Central Bank only approves this Prospectus as meeting the requirements imposed under Irish and EU law pursuant to the Prospectus Directive. Application has been made to the Irish Stock Exchange plc (the ""Irish Stock Exchange"") for the Notes to be admitted to the Official List (the "" O fficial List"") and trading on its regulated market (the "" Main Securities Market""). The Main Securities Market is a regulated market for the purposes of Directive 2004/39/EC (as amended) (the "" Markets in Financial Instruments Directive ""). Such approval relates only to the Notes which are to be admitted to trading on a regulated market for the purposes of Directive 2004/39/EC and/or which are to be offered to the public in any member state of the European Economic Area. There can be no assurance that any such listing will be granted or maintained. This Prospectus constitutes a ""prospectus"" for the purposes of the Prospectus Directive and will be available from the website of the Central Bank.",p,
"The Notes are limited recourse obligations of the Issuer which are payable solely out of amounts received by or on behalf of the Issuer in respect of the Collateral (as defined herein). The net proceeds of the realisation of the security over the Collateral upon acceleration of the Notes following a Note Event of Default (as defined herein) may be insufficient to pay al l amounts due to the Noteholders (as defined herein) after making payments to other creditors of the Issuer ranking prior thereto or pari passu therewith. In the event of a shortfall in such proceeds, the Issuer will not be obliged to pay, and the other assets (including the Issuer Dutch Account and the rights of the Issuer under the Issuer Management Agreement (each as defined herein)) of the Issuer will not be available for payment of such shortfall, all claims in respect of which shall be extinguished. See Condition 4(a) (Security).",p,
"The Notes have not been registered under the United States Securities Act of 1933, as amended (the ""Securities Act"") and will be offered only: (a) outside the United States to non-U.S. persons (as defined in Regulation S under the Securities Act (""Regulation S"")); and (b) within the United States to persons and outside the United States to U.S. persons (as such term is defined in Regulation S (""U.S. Persons"")), in each case, who are both qualified institutional buyers (as defined in Rule 144A (""Rule 144A"") under the Securities Act) in reliance on Rule 144A and qualified purchasers for the purposes of Section 3(c)(7) of the United States Investment Company Act of 1940, as amended (the ""Investment Company Act""). Neither the Issuer nor the Collateral Manager will be registered under the Investment Company Act. Interests in the Notes will be subject to certain restrictions on transfer, and each purchaser of Notes offered hereby in making its purchase will be deemed to have made certain acknowledgements, representations and agreements. See ""Plan of Distribution"" and ""Transfer Restrictions"".",p,
"The Notes are being offered by the Issuer through Citigroup Global Markets Limited in its capacity as placement agent of the offering of such Notes (the ""Placement Agent"") subject to prior sale, when, as and if delivered to and accepted by the Placement Agent, and to certain conditions. It is expected that delivery of the Notes will be made on or about the Issue Date. It is a condition of the Notes that all of the Notes are issued concurrently.",p,
The date of this Prospectus is 29 November 2016.,p,
Sole Arranger and Placement Agent,p,
Citigroup,p,
"The Issuer accepts responsibility for the information contained in this Prospectus and to the best of the knowledge and belief of the Issuer (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information. The Collateral Manager accepts responsibility for the information contained in the sections of this Prospectus headed ""Risk Factors – Certain Conflicts of Interest – Collateral Manager"" and ""The Collateral Manager"". To the best of the knowledge and belief of the Collateral Manager (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information as of the date hereof. Elavon Financial Services DAC accepts responsibility for the information contained in the section of this Prospectus headed ""The Collateral Administrator"". To the best of the knowledge and belief of Elavon Financial Services DAC (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information. The Retention Holder accepts responsibility for the information contained in the sections of this Prospectus headed ""The Retention Holder and Retention Requirements – Description of the Retention Holder"" and ""The Retention Holder and Retention Requirements – Origination of Collateral Debt Obligations"". To the best of the knowledge and belief of the Retention Holder (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information.",p,
"Except for the sections of this Prospectus headed ""Risk Factors – Certain Conflicts of Interest – Collateral Manager"" and ""The Collateral Manager"", in the case of the Collateral Manager, ""The Collateral Administrator"", in the case of the Collateral Administrator, and ""The Retention Holder and Retention Requirements – Description of the Retention Holder"" and ""The Retention Holder and Retention Requirements – Origination of Collateral Debt Obligations"", in the case of the Retention Holder, none of the Collateral Manager, the Collateral Administrator, or the Retention Holder accept any responsibility for the accuracy and completeness of any inf ormation contained in this Prospectus. The delivery of this Prospectus at any time does not imply that the information herein is correct at any time subsequent to the date of this Prospectus.",p,
"None of the Placement Agent, Citigroup Global Markets Limited in its capacity as arranger (the ""Arranger""), the Trustee, the Collateral Manager (save in respect of the sections headed ""Risk Factors – Certain Conflicts of Interest – Collateral Manager"" and ""The Collateral Manager"") the Collateral Administrator (save in respect of the section headed ""The Collateral Administrator""), the Retention Holder (save in respect of the sections headed ""The Retention Holder and Retention Requirements – Description of the Retention Holder"" and ""The Retention Holder and Retention Requirements – Origination of Collateral Debt Obligations""), any Agent, any Hedge Counterparty or any other party has separately verified the information contained in this Prospectus and, accordingly, none of the Placement Agent, the Arranger, the Trustee, the Collateral Manager (save as specified above), the Collateral Administrator (save as specified above), the Retention Holder (save as specified above), any Agent, any Hedge Counterparty or any other party (save for the Issuer as specified above) makes any representation, recommendation or warranty, express or implied, regarding the accuracy, adequacy, reasonableness or completeness of the information contained in this Prospectus or in any further notice or other document which may at any time be supplied in connection with the Notes or their distribution or accepts any responsibility or liability therefor. None of the Placement Agent, the Arranger, the Trustee, the Collateral Manager, the Collateral Administrator, the Retention Holder, any Agent, any Hedge Counterparty or any other party undertakes to review the financial condition or affairs of the Issuer during the life of the arrangements contemplated by this Prospectus nor to advise any investor or potential investor in the Notes of any information coming to the attention of any of the aforementioned parties which is not included in this Prospectus. None of the Placement Agent, the Arranger, the Trustee, the Collateral Manager (save as specified above), the Collateral Administrator (save as specified above), the Retention Holder (save as specified above), any Agent, any Hedge Counterparty or any other party (save for the Issuer as specified above) accepts any responsibility for the accuracy or completeness of any information contained in this Prospectus.",p,
"This Prospectus does not constitute an offer of, or an invitation by or on behalf of, the Issuer, the Placement Agent or the Arranger or any of their Affiliates, the Collateral Manager, the Collateral Administrator, the Retention Holder or any other person to subscribe for or purchase any of the Notes. The distribution of this Prospectus and the offering of the Notes in certain jurisdictions may be restricted by law. Persons into whose possession this Prospectus comes are required by the Issuer and the Placement Agent to inform themselves about and to observe any such restrictions. In particular, the communication constituted by this Prospectus is directed only at persons who (i) are outside the United Kingdom and are offered and accept this Prospectus in compliance with such restrictions or (ii) are persons falling within Article 49(2)(a) to (d) (High net worth companies, unincorporated associations etc.) of the Financial Services and Markets Act 2000 (Financial Promotion) Order 2005 or who otherwise fall within an exemption set out in such Order so that Section 21(1) of the Financial Services and Markets Act 2000, as amended, does not apply to the Issuer (all such persons together being referred to as ""relevant persons""). This communication must not be distributed to, acted on or relied on by persons who are not relevant persons. Any investment or investment activity to which this communication relates is available only to relevant persons and will be engaged in only with relevant persons. For a description of certain further restrictions on offers and sales of Notes and distribution of this Prospectus, see ""Plan of Distribution"" and ""Transfer Restrictions"" below. The Notes are not intended to be sold and should not be sold to retail investors. See further ""Plan of Distribution – Retail Investor Restriction"" of this Prospectus for further information.",p,
"In connection with the issue and sale of the Notes, no person is authorised to give any information or to make any representation not contained in this Prospectus and, if given or made, such information or representation must not be relied upon as having been authorised by or on behalf of the Issuer, the Placement Agent, the Trustee, the Collateral Manager, the Retention Holder or the Collateral Administrator. The delivery of this Prospectus at any time does not imply that the information contained in it is correct as at any time subsequent to its date.",p,
"The Issuer is not and will not be regulated by the Central Bank of Ireland (the ""Central Bank"") by virtue of the issue of the Notes. Any investment in the Notes does not have the status of a bank deposit in Ireland and is not within the scope of the deposit protection scheme operated by the Central Bank.",p,
Any websites referred to herein do not form part of this Prospectus.,p,
"In this Prospectus, unless otherwise specified or the context otherwise requires, all references to ""Euro"", ""euro"", ""€"" and ""EUR"" are to the lawful currency of the Member States of the European Union that have adopted and retain the single currency in accordance with the Treaty establishing the European Community, as amended from time to time; provided that if any member state or states ceases to have such single currency as its lawful currency (such member state(s) being the ""Exiting State(s)""), the euro shall, for the avoidance of doubt, mean for all purposes the single currency adopted and retained as the lawful currency of the remaining member states and shall not include any successor currency introduced by the Exiting State(s) and any references to ""US Dollar"", ""US dollar"", ""USD"", ""U.S. Dollar"" or ""$"" shall mean the lawful currency of the United States of",p,
America.,p,
"In connection with the issue of the Notes, no stabilisation will take place and Citigroup Global Markets Limited will not be acting as stabilising manager in respect of the Notes.",p,
NOTICE TO INVESTORS,p,
Retention requirements,p,
"Each prospective investor in the Notes is required to independently assess and determine whether the information provided herein and in any reports provided to investors in relation to this transaction are sufficient to comply with the Retention Requirements or any other regulatory requirement. None of the Issuer, the Collateral Manager, the Arranger, the Placement Agent, the Retention Holder, the Collateral Administrator, the Agents, the Trustee, their respective Affiliates or any other Person makes any representation, warranty or guarantee that any such information is sufficient for such purposes or any other purpose and no such Person shall have any liability to any prospective investor or any other Person with respect to the insufficiency of such information or any failure of the transactions contemplated hereby to satisfy the Retention Requirements or any other applicable legal, regulatory or other requirements. Each prospective investor in the Notes which is subject to the Retention Requirements or any other regulatory requirement should consult with its own legal, accounting and other advisors and/or its national regulator to determine whether, and to what extent, such information is sufficient for such purposes and any other requirements of which it is uncertain. See ""Risk Factors - Regulatory Initiatives - Risk Retention and Due Diligence"" and ""The Retention Holder and Retention Requirements"" below.",p,
Volcker Rule,p,
"Under Section 619 of the U.S. Dodd-Frank Act and the corresponding implementing rules (the ""Volcker Rule"") relevant banking entities (as defined under the Volcker Rule) are generally prohibited from, among other things, acquiring or retaining any ownership interest in, or acting as sponsor in respect of, certain investment entities referred to as covered funds. In addition, in certain circumstances, the Volcker Rule restricts relevant banking entities from entering into certain credit exposure related transactions with covered funds.",p,
"An ""ownership interest"" is broadly defined and may arise through a holder’s exposure to the profit and losses of the covered fund, as well as through any right of the holder to participate in the selection of an investment advisor, manager, or board of directors of the covered fund.",p,
"The Issuer may be deemed to be a ""covered fund"" under the Volcker Rule and, in such circumstances, in the absence of regulatory relief, the provisions of the Volcker Rule and its related regulatory provisions, will severely limit the ability of U.S. ""banking entities"" and non-U.S. affiliates of",p,
"U.S. banking institutions to hold an ownership interest in the Issuer or enter into financial transactions with the Issuer. If the Issuer is deemed to be a ""covered fund"", this could significantly impair the marketability and liquidity of the Notes.",p,
"It should be noted that the Subordinated Notes will be characterised as ownership interests in the Issuer for this purpose and it is uncertain whether any of the Rated Notes may be similarly characterised as ownership interests. For instance, there is currently uncertainty as to whether the rights of Noteholders to participate in the removal of, and/or selection of a replacement for, the Collateral Manager in and of itself will be construed as indicative of an ownership interest by the Noteholders of the relevant Class.",p,
"The Transaction Documents provide that the right of holders of the Notes in respect of the removal of the Collateral Manager and selection of a replacement collateral manager shall only be exercisable upon a Collateral Manager Event of Default. Furthermore, the holders of any Class A Notes, Class B Notes, Class C Notes and or Class D Notes in the form of CM Non-Voting Exchangeable Notes or CM Non-Voting Notes are disenfranchised in respect of any CM Removal Resolution or CM Replacement Resolution. However, there can be no assurance that these features will be effective in resulting in such investments in the Issuer by U.S. banking institutions and other banking entities subject to the Volcker Rule not being characterised as an ""ownership interest"" in the Issuer.",p,
"There is limited interpretive guidance regarding the Volcker Rule, and implementation of the regulatory framework for the Volcker Rule is still evolving. The Volcker Rule’s prohibitions and lack of interpretive guidance could negatively impact the liquidity and value of the Notes. Any entity that is a ""banking entity"" as defined under the Volcker Rule and is considering an investment in the Notes should consider the potential impact of the Volcker Rule in respect of such investment and on its portfolio generally. Each purchaser must determine for itself whether it is a banking entity subject to regulation under the Volcker Rule. None of the Issuer, the Collateral Manager, the Arranger, the Placement Agent, the Collateral Administrator, the Agents, the Trustee, the Retention Holder, their respective Affiliates or any other Person makes any representation regarding (i) the status of the Issuer under the Volcker Rule or (ii) the ability of any purchaser to acquire or hold the Notes, now or at any time in the future. See ""Risk Factors – Regulatory Initiatives – Volcker Rule"" below for further information.",p,
Information as to placement within the United States,p,
"The Notes of each Class offered pursuant to an exemption from registration under Rule 144A (""Rule 144A"") under the Securities Act (the ""Rule 144A Notes"") will be sold only to ""qualified institutional buyers"" (as defined in Rule 144A) (""QIBs"") that are also ""qualified purchasers"" for purposes of Section 3(c)(7) of the Investment Company Act (""QPs""). The Rule 144A Notes of each Class (including, where applicable, the CM Voting Notes, the CM Non-Voting Exchangeable Notes and the CM Non-Voting Notes of such Class) will each be represented on issue by beneficial interests in one or more permanent global certificates of such Class (each, a ""Rule 144A Global Certificate"" and together, the ""Rule 144A Global Certificates"") or may in some cases be represented by definitive certificates of such Class (each a ""Rule 144A Definitive Certificate "" and together the ""Rule 144A Definitive Certificates""), in each case in fully registered form, without interest coupons or principal receipts, which will be deposited on or about the Issue Date with, and registered in the name of, in the case of the Rule 144A Global Certificates, a nominee of a common depositary for Euroclear Bank SA/NV (""Euroclear"") and Clearstream Banking, société anonyme (""Clearstream, Luxembourg"") or in the case of any Rule 144A Definitive Certificates, the registered holder. The Notes of each Class (including, where applicable, the CM Voting Notes, the CM Non-Voting Exchangeable Notes and the CM Non-Voting Notes of such Class) sold outside the United States to non-U.S. Persons in reliance on Regulation S (""Regulation S"") under the Securities Act (the ""Regulation S Notes"") will each be represented on issue by beneficial interests in one or more permanent global certificates of such Class (each, a ""Regulation S Global Certificate"" and together, the ""Regulation S Global Certificates""), or may in some cases be represented by definitive certificates of such Class (each a ""Regulation S Definitive Certificate "" and together the ""Regulation S Definitive Certificates"") in fully registered form, without interest coupons or principal receipts, which will be deposited on or about the Issue Date with, and registered in the name of, in the case of the Regulation S Global Certificates, a nominee of a common depositary for Euroclear and Clearstream, Luxembourg or, in the case of any Regulation S Definitive Certificates, the registered holder thereof. Neither U.S. Persons nor U.S. residents (as determined for the purposes of the Investment Company Act) (""U.S. Residents"") may hold an interest in a Regulation S Global Certificate or a Regulation S Definitive Certificate. Ownership interests in the Regulation S Global Certificates and the Rule 144A Global Certificates (together, the ""Global Certificates"") will be shown on, and transfers thereof will only be effected through, records maintained by Euroclear and Clearstream, Luxembourg and their respective participants. Notes in definitive certificated form will be issued only in limited circumstances.",p,
"The Issuer has not been registered under the Investment Company Act. Each purchaser of an interest in the Notes other than a non-U.S. Person outside the U.S. will be deemed to have represented and agreed that it is a QP. Each purchaser of an interest in the Notes will also be deemed to have made the representations set out in ""Transfer Restrictions"" herein. The purchaser of any Note, by such purchase, agrees that such Note is being acquired for its own account and not with a view to distribution and may be resold, pledged or otherwise transferred only (1) to the Issuer (upon redemption thereof or otherwise), (2) to a person the purchaser reasonably believes is a QIB/QP, in a transaction meeting the requirements of Rule 144A, or (3) outside the United States to a",p,
"non-U.S. Person in an offshore transaction in reliance on Regulation S, in each case, in compliance with the Trust Deed and all applicable securities laws of any state of the United States or any other jurisdiction. See ""Transfer Restrictions"".",p,
"In making an investment decision, investors must rely on their own examination of the Issuer and the terms of the Notes and the offering thereof described herein, including the merits and risks involved, including the possibility that any purchaser of any Note may not fully recoup its initial investment, including as a result of certain origination expenses and expenses incurred by the Issuer in connection with the offering.",p,
"THE SECURITIES OFFERED HEREBY HAVE NOT BEEN AND WILL NOT BE REGISTERED WITH, OR APPROVED BY, ANY UNITED STATES FEDERAL OR STATE SECURITIES COMMISSION OR REGULATORY AUTHORITY. FURTHERMORE, THE FOREGOING AUTHORITIES HAVE NOT PASSED UPON OR ENDORSED THE MERITS OF THIS OFFERING OR THE ACCURACY OR ADEQUACY OF THIS DOCUMENT. ANY REPRESENTATION TO THE CONTRARY IS A CRIMINAL OFFENCE.",p,
