line,tag,pred
"Other than as set out herein, the Issuer accepts responsibility for the information contained in this document and, to the best of the knowledge and belief of the Issuer (which has taken all reasonable care to ensure that such is the case), the information included in this document is in accordance with the facts and does not omit anything likely to affect the import of such information. The Collateral Manager accepts responsibility for the information contained in the sections of this document headed “Risk Factors – Conflicts of Interest – Certain Conflicts of Interest Involving or Relating to the Collateral Manager and its Affiliates”, “Risk Factors – Regulatory Matters Involving or Relating to the Collateral Manager and its Affiliates”, “Description of the Collateral Manager”, “The Retention Holder and EU Retention and Transparency Requirements – Description of the Retention Holder” and “The Retention Holder and EU Retention and Transparency Requirements – Origination of the Collateral Obligations” (other than the first two paragraphs of the section entitled “The Retention Holder and EU Retention and Transparency Requirements – Credit Granting Criteria”) (the “Collateral Manager Information”). To the best of the knowledge and belief of the Collateral Manager (which has taken all reasonable care to ensure that such is the case), the Collateral Manager Information is in accordance with the facts and does not omit anything likely to affect the import of such information. The Collateral Administrator accepts responsibility for the information contained in the section of this document headed “Description of the Collateral Administrator – General” (the “Collateral Administrator Information”). To the best of the knowledge and belief of the Collateral Administrator (which has taken all reasonable care to ensure that such is the case), such information is in accordance with the facts and does not omit anything likely to affect the import of such information. Except for the Collateral Manager Information, in the case of the Collateral Manager and the Collateral Administrator Information, in the case of the Collateral Administrator, neither the Collateral Manager nor the Collateral Administrator accepts any responsibility for the accuracy and completeness of any information contained in this Offering Circular. The delivery of this Offering Circular at any time does not imply that the information herein is correct at any time subsequent to the date of this Offering Circular.",p,
"None of the Initial Purchaser, the Sole Arranger, the Trustee, the Collateral Manager (save in respect of the Collateral Manager Information), the Collateral Administrator (save in respect of the Collateral Administrator Information), any other Agent, any Hedge Counterparty or any other party has separately verified the information contained in this Offering Circular and, accordingly, none of the Initial Purchaser, the Sole Arranger, the Trustee, the Collateral Manager (save as specified above), the Collateral Administrator (save as specified above), any other Agent, any Hedge Counterparty, or any other party (save for the Issuer as specified above) makes any representation, recommendation or warranty, express or implied, regarding the accuracy, adequacy, reasonableness or completeness of the information contained in this Offering Circular or in any further notice or other document which may at any time be supplied in connection with the Notes or their distribution or accepts any responsibility or liability therefor. None of the Initial Purchaser, the Sole Arranger, the Trustee, the Collateral Manager, the Retention Holder, the Collateral Administrator, any other Agent, any Hedge Counterparty or any other party undertakes to review the financial condition or affairs of the Issuer during the life of the arrangements contemplated by this Offering Circular nor to advise any investor or potential investor in the Notes of any information coming to the attention of any of the aforementioned parties which is not included in this Offering Circular. None of the Initial Purchaser, the Sole Arranger, the Trustee, the Collateral Manager, the Collateral Administrator, any other Agent, any Hedge Counterparty (in each case other than as specified above) or any other party (save for the Issuer as specified above) accepts any responsibility for the accuracy or completeness of any information contained in this Offering Circular.",p,
"This Offering Circular does not constitute an offer of, or an invitation by or on behalf of, the Issuer, the Initial Purchaser, the Sole Arranger, the Collateral Manager, the Collateral Administrator, the Trustee and/or any of their respective Affiliates or any other person to subscribe for or purchase any of the Notes. The distribution of this Offering Circular and the offering of the Notes in certain jurisdictions may be restricted by law. Persons into whose possession this Offering Circular comes are required by the Issuer and the Initial Purchaser to inform themselves about and to observe any such restrictions. In particular, the communication constituted by this Offering Circular is directed only at persons who (i) are outside the United Kingdom and are offered and accept this Offering Circular in compliance with such restrictions or (ii) are persons falling within Article 49(2)(a) to",p,
"For a description of certain further restrictions on offers and sales of Notes and distribution of this Offering Circular, see “Plan of Distribution” and “Transfer Restrictions” below.",p,
"In connection with the issue and sale of the Notes, no person is authorised to give any information or to make any representation not contained in this Offering Circular and, if given or made, such information or representation must not be relied upon as having been authorised by or on behalf of the Issuer, the Initial Purchaser, the Sole Arranger, the Trustee, the Collateral Manager or the Collateral Administrator. The delivery of this Offering Circular at any time does not imply that the information contained in it is correct as at any time subsequent to its date.",p,
Any websites referred to herein do not form part of this Offering Circular.,p,
The Issuer is not and will not be regulated by the Central Bank as a result of issuing the Notes. Any investment in the Notes does not have the status of a bank deposit and is not within the scope of the deposit protection scheme operated by the Central Bank.,p,
"Each prospective investor in the Notes is required to independently assess and determine whether the information provided herein and in any reports provided to investors in relation to this transaction are sufficient to comply with the EU Retention Requirements (as defined in the Conditions), the EU Transparency Requirements (as defined in the Conditions) and investor due diligence requirements under the Securitisation Regulation (as defined in the Conditions) or any other regulatory requirement. None of the Issuer, the Collateral Manager, any Collateral Manager Related Person, the Initial Purchaser, the Sole Arranger, the Collateral Administrator, the Trustee, the Retention Holder, their respective Affiliates or any other Person makes any representation, warranty or guarantee that any such information is sufficient for such purposes or any other purpose and no such Person shall have any liability to any Noteholder, prospective investor or any other Person with respect to the insufficiency of such information or any failure of the transactions contemplated hereby to satisfy the EU Retention Requirements, the EU Transparency Requirements and investor due diligence requirements under the Securitisation Regulation or any other applicable legal, regulatory or other requirements. Each prospective investor in the Notes which is subject to the EU Retention Requirements, the EU Transparency Requirements and investor due diligence requirements under the Securitisation Regulation or any other regulatory requirement should consult with its own legal, accounting and other advisors and/or its national regulator to determine whether, and to what extent, such information is sufficient for such purposes and any other requirements of which it is uncertain. Investors are directed to the further descriptions of the EU Retention Requirements and the EU Transparency Requirements in “Risk Factors – Regulatory Initiatives – Risk Retention and Transparency Requirements” and “The Retention Holder and EU Retention and Transparency Requirements”.",p,
(a) the Issuer will be designated as the entity responsible to fulfil such reporting obligations;,p,
(i) which is in the possession of the Collateral Manager;,p,
"(iii) to which the Collateral Administrator does not otherwise have access in the ordinary course of its collateral administration duties, which is not already required to be provided to the Issuer directly or which is not otherwise in the Issuer’s possession (in each case, as applicable); and",p,
"(iv) which is required by the Collateral Administrator and the Issuer in connection with the proper performance by the Issuer, as the reporting entity, of its obligation to make available to the Noteholders, potential investors in the Notes and the competent authorities the reports and information necessary for the Issuer to fulfil the reporting requirements of the EU Transparency Requirements;",p,
"(c) the Issuer, in consultation with the Collateral Manager, shall procure the compilation of each of the Loan Reports and Investor Reports (each as defined in the Conditions), in each case in the form required by and in accordance with the frequency requirements set out in the EU Transparency Requirements; and",p,
"(d) the Collateral Administrator shall make such Loan Reports and Investor Reports, together with any other information, data and reports (in each case as provided to it and instructed by the Collateral Manager and the Issuer) available to the Relevant Recipients via the Reporting Website or such other method of dissemination as is required by the Securitisation Regulation (as notified to the Collateral Administrator by the Issuer or the Collateral Manager on its behalf and as agreed with the Collateral Administrator) as provided to it.",p,
"The Collateral Administrator shall not assume any responsibility for the Issuer’s obligations as the entity responsible for fulfilling the reporting obligations under the EU Transparency Requirements. In making available such information, documents and reporting, the Collateral Administrator also assumes no responsibility or liability",p,
"to any third party, including the Noteholders and potential Noteholders (including for their use and/or onward disclosure of such information, documents and reporting), and shall have the benefit of the powers, protections and indemnities granted to it under the Transaction Documents.",p,
"In addition, the Issuer may incur additional costs and expenses in seeking to comply with such disclosure obligations and certain amendments may be required in relation to the Transaction Documents. Such costs and expenses would be payable by the Issuer as Administrative Expenses. In the event that the Issuer is not able to comply with these requirements, the imposition of sanctions or remedial measures on the Issuer may directly and adversely affect the amounts payable under Notes and otherwise affect the performance of the Issuer’s obligations and such non-compliance may also have a negative impact on the price and liquidity of the Notes in the secondary market.",p,
"The Issuer shall (with assistance from the Collateral Manager, to the extent reasonably required) notify the Central Bank of Ireland of the transaction described in the Transaction Documents no later than 15 Business Days after the date hereof, which notification shall comply with the Central Bank of Ireland’s guidance in relation to the Irish STS Regulations. For the avoidance of doubt, the Issuer shall be the entity responsible for submitting the notification to the Central Bank of Ireland.",p,
"With respect to the EU Retention Requirements, the Retention Holder will represent and undertake to the Issuer, the Trustee, the Collateral Administrator, the Sole Arranger and the Initial Purchaser in a letter agreement to acquire and retain the Retention Notes on the terms set out in the Retention Undertaking Letter. The Monthly Reports will include a statement as to the receipt by the Issuer and the Collateral Administrator of a confirmation from the Collateral Manager as to the holding of the Retention Notes, which confirmation the Collateral Manager will undertake, upon request, to provide to the Issuer and the Collateral Administrator on a monthly basis.",p,
The Issuer intends that this Offering Circular constitutes a transaction summary overview of the main features of the transaction contemplated herein for the purposes of Article 7(1)(c) of the Securitisation Regulation.,p,
U.S. RISK RETENTION RULES,h3,
"The U.S. Risk Retention Rules (as defined below) require the “sponsor” of a “securitization transaction”, if any, to retain (either directly or through its “majority-owned affiliates”) not less than 5% of the “credit risk” of “securitized assets” (as such terms are defined in the U.S. Risk Retention Rules). The U.S. Risk Retention Rules prohibit the “sponsor” or its “majority-owned affiliates”, as applicable, from directly or indirectly eliminating or reducing its credit exposure by hedging or otherwise transferring the “credit risk” during the period of time that the U.S. Risk Retention Rules required that the risk be retained.",p,
"Based on the LSTA Decision and the Mandate (as defined below), it should be assumed by each prospective investor that no party involved in the transaction will obtain on the Issue Date and retain any Notes intended to satisfy the U.S. Risk Retention Rules. None of the Initial Purchaser, the Sole Arranger, the Trustee, the Issuer, the Collateral Manager or the Collateral Administrator or any of their respective affiliates or any other Person makes any representations, warranty or guarantee, and no such Person shall have any liability to any recipient of this Offering Circular or any other Person with respect to the sufficiency of information provided herein or actions described herein with respect to the U.S. Risk Retention Rules or any other applicable legal, regulatory or other requirements or whether such regulations are applicable to this transaction. Each prospective investor in the Notes, to the extent it considers the U.S. Risk Retention Rules to be relevant to its decision to invest, should independently assess and determine the sufficiency, for the purposes of complying with the U.S. Risk Retention Rules, of the information set forth in this Offering Circular, and should consult with its own legal, accounting and other advisers or its national regulator to determine whether, and to what extent, such information is sufficient for such purposes and with respect to any other related requirements of which it is uncertain.",p,
VOLCKER RULE,h3,
"Section 619 of the Dodd-Frank Act (the “Volcker Rule”) prevents “banking entities” (a term which includes U.S. banking organisations and their affiliates wheresoever located as well as non-U.S. banking organisations that have a branch or agency office in the U.S., regardless of where such banking organisation or its affiliates are located) from (i) engaging in proprietary trading in financial instruments, or (ii) acquiring or retaining any “ownership interest” in, or in “sponsoring”, a “covered fund”, subject to certain exemptions.",p,
"An “ownership interest” is defined widely and may arise through a holder’s exposure to the profits and losses of the “covered fund”, as well as through certain rights of the holder to participate in the selection or removal of an investment advisor, investment manager, or general partner, trustee, or member of the board of directors of the “covered fund”. A “covered fund” is defined widely, and includes any issuer which would be an investment company under the Investment Company Act 1940 (the “ICA”) but is exempt from registration solely in reliance on section 3(c)(1) or 3(c)(7) of that Act, subject to certain exemptions found in the Volcker Rule’s implementing regulations.",p,
"In June 2020, the five federal agencies responsible for implementing the Volcker Rule adopted amendments to the Volcker Rule’s implementing regulations, including changes relevant to the treatment of securitisations (the “Volcker Changes”). Among other things, the Volcker Changes create additional exclusions from the “covered fund” definition, and narrow the definition of “ownership interest” to exclude certain “senior debt interests”. In addition, under the Volcker Changes, a debt interest is no longer considered an “ownership interest” solely because the holder has the right to remove or replace the manager following a cause-related default. The Volcker Changes became effective on 1 October 2020; however it should be noted that in certain circumstances, an adopted regulation, including but not limited to the Volcker Changes, can be rescinded under the Congressional Review Act if a joint resolution of disapproval is adopted by both houses of Congress within a limited number of days following adoption of the regulation.",p,
"The Class A Notes, Class B Notes, Class C Notes and Class D Notes are issued in subclasses, some of which have voting rights with respect to the removal of, and selection of a replacement for the Collateral Manager, and others of which do not possess such voting rights. Accordingly, U.S. and non U.S. banking entities investing in those classes of Notes will have the option of investing in subclasses that do not by their terms have a right to remove or select the replacement for the Collateral Manager or investing in subclasses which possess such rights. There can be no assurance, however, that owning the Notes of such a subclass without such voting rights (rather than a note of another subclass identical in every respect but for the right to vote to remove or select a replacement for the Collateral Manager) will be effective in resulting in such investments in the Issuer held by U.S. and non U.S. banking entities subject to the Volcker Rule (whether in the form of CM Non-Voting Notes or CM Exchangeable Non-Voting Notes) not being characterised as “ownership interests” in the Issuer.",p,
"The Class Z Notes shall not carry any rights to vote in respect of, or be counted for the purposes of determining a quorum and the result of any votes in respect of any CM Removal Resolutions or CM Replacement Resolutions. There can be no assurance that this feature will be effective in ensuring that investments in the Class Z Notes by",p,
U.S. banking institutions and other “banking entities” subject to the Volcker Rule are not characterised as an “ownership interest” in the Issuer.,p,
Prospective investors should make their own determinations as to whether their investment qualifies as an “ownership interest”.,p,
"If the Issuer is deemed to be a “covered fund”, then in the absence of regulatory relief, the provisions of the Volcker Rule and its related regulatory provisions will severely limit the ability of “banking entities” to hold an “ownership interest” in the Issuer. Any entity that is a “banking entity” as defined under the Volcker Rule and is considering an investment in “ownership interests” of the Issuer should consult its own legal advisors and consider the potential impact of the Volcker Rule in respect of such investment. If investment by “banking entities” in the Notes of any Class is prohibited or restricted by the Volcker Rule, this could impair the marketability and liquidity of such Notes.",p,
"Each investor is responsible for analysing its own position under the Volcker Rule and any other similar laws and regulations and none of the Issuer, the Initial Purchaser, the Collateral Manager, the Retention Holder, the Trustee or the Sole Arranger nor any of their Affiliates makes any representation to any prospective investor or purchaser of the Notes regarding the application of the Volcker Rule to the Issuer, or to such investor's investment in the Notes on the Issue Date or at any time in the future.",p,
No assurance can be made as to the effect of the Volcker Rule on the ability of certain investors subject thereto to acquire or retain an interest in the Notes. Each prospective investor in the Notes should independently consider the potential impact of the Volcker Rule in respect of any investment in the Notes. See “Risk Factors – Regulatory Initiatives – Volcker Rule” below.,p,
Information as to placement within the United States,h3,
"The Notes of each Class offered pursuant to an exemption from registration requirements under Rule 144A under the Securities Act (“Rule 144A”) (the “Rule 144A Notes”) will be sold only to “qualified institutional buyers” (as defined in Rule 144A) (“QIBs”) that are also “qualified purchasers” for purposes of Section 3(c)(7) of the Investment Company Act (“QPs”). Rule 144A Notes of each Class (other than, in certain circumstances, the Class E Notes, the Class F Notes, the Class Z Notes and the Subordinated Notes) will each be represented on issue by beneficial interests in one or more permanent global certificates of such Class (each, a “Rule 144A Global Certificate” and together, the “Rule 144A Global Certificates”) or may in some cases be represented by definitive certificates of such Class (each a “Rule 144A Definitive Certificate” and, together, the “Rule 144A Definitive Certificates”), in each case in fully registered form, without interest coupons or principal receipts, which will be deposited on or about the Issue Date with, and registered in the name of, a nominee of a common depositary for Euroclear Bank S.A./N.V., as operator of the Euroclear System (“Euroclear”) and Clearstream Banking, société anonyme (“Clearstream, Luxembourg”), or, in the case of Rule 144A Definitive Certificates, the registered holder thereof.",p,
"The Notes of each Class (other than in certain circumstances, the Class E Notes, the Class F Notes, the Class Z Notes and the Subordinated Notes) sold to non-“U.S. Persons” in an “offshore transaction”, as such terms are defined in, and in accordance with Regulation S (“Regulation S”) under the Securities Act (the “Regulation S Notes”) will each be represented on issue by beneficial interests in one or more permanent global certificates of such Class (each, a “Regulation S Global Certificate” and together, the “Regulation S Global Certificates”) or may in some cases be represented by definitive certificates of such Class (each a “Regulation S Definitive Certificate” and, together, the “Regulation S Definitive Certificates”), in each case in fully registered form, without interest coupons or principal receipts, which will be deposited on or about the Issue Date with, and registered in the name of, a nominee of a common depositary for Euroclear and Clearstream, Luxembourg or, in the case of Regulation S Definitive Certificates, the registered holder thereof. Neither U.S. Persons nor U.S. residents (as determined for the purposes of the Investment Company Act) (“U.S. Residents”) may hold an interest in a Regulation S Global Certificate or a Regulation S Definitive Certificate.",p,
"The Issuer has not been registered under the Investment Company Act. Each purchaser of an interest in the Notes (other than a non-U.S. Person outside the U.S.) will be deemed to have represented, warranted and agreed that it is a QIB and a QP and will also be deemed to have made the representations set out in “Transfer Restrictions” herein. The purchaser of any Note, by such purchase, agrees that such Note is being acquired for its own account and not with a view to distribution (other than in the case of the Initial Purchaser) and may be resold, pledged or otherwise transferred only (1) to the Issuer (upon redemption thereof or otherwise), (2) to a person the purchaser reasonably believes is a QIB/QP, in a transaction meeting the requirements of Rule 144A, or (3) to a non-U.S. Person in an offshore transaction in reliance on Regulation S, in each case, in compliance with the Trust Deed and all applicable securities laws of any state of the United States or any other jurisdiction. See “Transfer Restrictions”.",p,
"In making an investment decision, investors must rely on their own examination of the Issuer and the terms of the Notes and the offering thereof described herein, including the merits and risks involved.",p,
"THE NOTES OFFERED HEREBY HAVE NOT BEEN AND WILL NOT BE REGISTERED WITH, OR APPROVED BY, ANY UNITED STATES FEDERAL OR STATE SECURITIES COMMISSION OR REGULATORY AUTHORITY. FURTHERMORE, THE FOREGOING AUTHORITIES HAVE NOT PASSED",p,
UPON OR ENDORSED THE MERITS OF THIS OFFERING OR THE ACCURACY OR ADEQUACY OF THIS DOCUMENT. ANY REPRESENTATION TO THE CONTRARY IS A CRIMINAL OFFENCE.,p,
"This Offering Circular has been prepared by the Issuer solely for use in connection with the offering of the Notes described herein (the “Offering”). Each of the Issuer and the Initial Purchaser reserves the right to reject any offer to purchase Notes in whole or in part for any reason, or to sell less than the stated initial principal amount of any Class of Notes offered hereby. This Offering Circular is personal to each offeree to whom it has been delivered by the Issuer, the Initial Purchaser or any Affiliate thereof and does not constitute an offer to any other person or to the public generally to subscribe for or otherwise acquire the Notes. Distribution of this Offering Circular to any persons other than the offeree and those persons, if any, retained to advise such offeree with respect thereto is unauthorised and any disclosure of any of its contents, without the prior written consent of the Issuer, is prohibited. Any reproduction or distribution of this Offering Circular in whole or in part and any disclosure of its contents or use of any information herein for any purpose other than considering an investment in the securities offered herein is prohibited.",p,
"Notwithstanding anything to the contrary herein, each recipient (and each employee, representative, or other agent of such recipient) may disclose to any and all persons, without limitation of any kind, the U.S. federal, state, and local tax treatment of the Issuer, the Notes, or the transactions referenced herein and all materials of any kind (including opinions or other U.S. tax analyses) relating to such U.S. federal, state, and local tax treatment and that may be relevant to understanding such U.S. federal, state, and local tax treatment.",p,
Available Information,h3,
"To permit compliance with the Securities Act in connection with the sale of the Notes in reliance on Rule 144A, the Issuer will be required under the Trust Deed to furnish upon request to a holder or beneficial owner who is a QIB of a Note sold in reliance on Rule 144A or a prospective investor who is a QIB designated by such holder or beneficial owner the information required to be delivered under Rule 144A(d)(4) under the Securities Act if at the time of the request the Issuer is neither a reporting company under Section 13 or Section 15(d) of the United States Securities Exchange Act of 1934, as amended, nor exempt from reporting pursuant to Rule 12g3-2(b) under the Exchange Act. All information made available by the Issuer pursuant to the terms of this paragraph may also be obtained during usual business hours free of charge at the office of the Principal Paying Agent.",p,
General Notice,h3,
"EACH PURCHASER OF THE NOTES MUST COMPLY WITH ALL APPLICABLE LAWS AND REGULATIONS IN FORCE IN EACH JURISDICTION IN WHICH IT PURCHASES, OFFERS OR SELLS SUCH NOTES OR POSSESSES OR DISTRIBUTES THIS OFFERING CIRCULAR AND MUST OBTAIN ANY CONSENT, APPROVAL OR PERMISSION REQUIRED FOR THE PURCHASE, OFFER OR SALE BY IT OF SUCH NOTES UNDER THE LAWS AND REGULATIONS IN FORCE IN ANY JURISDICTIONS TO WHICH IT IS SUBJECT OR IN WHICH IT MAKES SUCH PURCHASES, OFFERS OR SALES, AND NONE OF THE ISSUER, THE INITIAL PURCHASER, THE SOLE ARRANGER, THE COLLATERAL MANAGER, THE TRUSTEE OR THE COLLATERAL ADMINISTRATOR SPECIFIED HEREIN (OR ANY OF THEIR RESPECTIVE AFFILIATES) SHALL HAVE ANY RESPONSIBILITY THEREFOR.",p,
"THE NOTES ARE SUBJECT TO RESTRICTIONS ON TRANSFERABILITY AND RESALE AND MAY NOT BE TRANSFERRED OR RESOLD EXCEPT AS PERMITTED UNDER THE SECURITIES ACT OF 1933, AS AMENDED, AND ANY APPLICABLE STATE SECURITIES LAWS, PURSUANT TO REGISTRATION OR EXEMPTION THEREFROM. INVESTORS SHOULD BE AWARE THAT THEY MAY BE REQUIRED TO BEAR THE FINANCIAL RISKS OF THIS INVESTMENT FOR AN INDEFINITE PERIOD OF TIME.",p,
Commodity Pool Regulation,h3,
"BASED UPON INTERPRETIVE GUIDANCE PROVIDED FROM A DIVISION OF THE U.S. COMMODITY FUTURES TRADING COMMISSION (THE “CFTC”), THE ISSUER IS NOT EXPECTED TO BE TREATED AS A COMMODITY POOL AND AS SUCH, THE ISSUER (OR THE COLLATERAL MANAGER ON THE ISSUER’S BEHALF) MAY ENTER INTO ONE OR MORE HEDGE AGREEMENTS (OR ANY OTHER AGREEMENT THAT WOULD FALL WITHIN THE DEFINITION OF “SWAP” AS SET OUT IN THE CEA (AS DEFINED BELOW)) FOLLOWING RECEIPT OF LEGAL ADVICE FROM REPUTABLE COUNSEL",p,
